"","country","date","confirmed","recovered","deaths","population","conf_7Days_moving_avg","rec_7Days_moving_avg","deaths_7Days_moving_avg","conf_x10,000pop_rate","rec_x10,000pop_rate","deaths_x10,000pop_rate"
"347","Cruise Ship",2020-02-26,705,10,4,3711,699,6,4,1884,16,12
"348","Cruise Ship",2020-02-27,705,10,4,3711,701,7,5,1889,20,13
"349","Cruise Ship",2020-02-28,705,10,6,3711,703,9,5,1895,24,14
"350","Cruise Ship",2020-02-29,705,10,6,3711,705,10,5,1901,27,15
"351","Cruise Ship",2020-03-01,705,10,6,3711,705,10,6,1901,27,16
"352","Cruise Ship",2020-03-02,705,10,6,3711,705,10,6,1901,27,17
"353","Israel",2020-03-20,705,14,0,9050000,740,22,0,1,1,1
"354","Norway",2020-03-12,702,1,0,5347896,745,1,1,2,1,1
"355","Japan",2020-03-13,701,118,19,126633000,714,119,19,1,1,1
"356","Cruise Ship",2020-03-06,696,40,6,3711,700,27,6,1888,74,17
"357","Cruise Ship",2020-03-07,696,40,6,3711,699,31,6,1884,85,17
"358","Cruise Ship",2020-03-08,696,40,6,3711,697,76,6,1880,206,17
"359","Cruise Ship",2020-03-09,696,40,6,3711,696,121,6,1876,328,17
"360","Cruise Ship",2020-03-10,696,40,6,3711,696,162,6,1876,437,18
"361","Cruise Ship",2020-03-11,696,325,7,3711,696,203,7,1876,547,18
"362","Cruise Ship",2020-03-12,696,325,7,3711,696,244,7,1876,657,19
"363","Cruise Ship",2020-03-13,696,325,7,3711,696,284,7,1876,767,19
"364","Cruise Ship",2020-03-14,696,325,7,3711,696,325,7,1876,876,19
"365","Cruise Ship",2020-03-15,696,325,7,3711,698,325,7,1882,876,19
"366","Cruise Ship",2020-03-16,696,325,7,3711,701,325,7,1888,876,19
"367","Cruise Ship",2020-03-17,696,325,7,3711,703,325,7,1894,876,19
"368","Czechia",2020-03-19,694,3,0,10670000,686,4,0,1,1,1
"369","Cruise Ship",2020-02-23,691,0,3,3711,669,2,3,1802,6,8
"370","Cruise Ship",2020-02-24,691,0,3,3711,679,3,3,1829,9,9
"371","Cruise Ship",2020-02-25,691,0,3,3711,689,4,4,1857,12,10
"372","Belgium",2020-03-14,689,1,4,11488980,723,1,5,1,1,1
"373","Ireland",2020-03-20,683,5,3,4934340,622,5,3,2,1,1
"374","Australia",2020-03-19,681,26,6,25334826,751,34,6,1,1,1
"375","Israel",2020-03-19,677,11,0,9050000,623,18,0,1,1,1
"376","Malaysia",2020-03-17,673,49,2,32804020,661,56,1,1,1,1
"377","Spain",2020-03-08,673,30,17,47134837,982,44,22,1,1,1
"378","Germany",2020-03-06,670,17,0,83092962,661,17,0,1,1,1
"379","Luxembourg",2020-03-21,670,0,8,620001,NA,NA,NA,NA,NA,NA
"380","Turkey",2020-03-21,670,0,9,82579440,NA,NA,NA,NA,NA,NA
"381","Canada",2020-03-18,657,9,8,37618495,689,9,8,1,1,1
"382","France",2020-03-06,656,12,9,67388001,691,12,10,1,1,1
"383","Austria",2020-03-14,655,6,1,8879920,702,5,1,1,1,1
"384","Italy",2020-02-27,655,45,17,59729081,767,32,19,1,1,1
"385","Switzerland",2020-03-11,652,4,4,8575280,715,4,6,1,1,1
"386","Switzerland",2020-03-12,652,4,4,8575280,981,4,7,2,1,1
"387","China",2020-01-23,643,30,18,1407745000,NA,NA,NA,NA,NA,NA
"388","Japan",2020-03-11,639,118,15,126633000,621,104,14,1,1,1
"389","Japan",2020-03-12,639,118,16,126633000,669,110,16,1,1,1
"390","Cruise Ship",2020-02-20,634,1,2,3711,601,1,1,1621,2,4
"391","Cruise Ship",2020-02-21,634,1,2,3711,635,1,2,1712,2,5
"392","Cruise Ship",2020-02-22,634,1,2,3711,657,1,2,1770,2,6
"393","Poland",2020-03-22,634,1,7,37965475,NA,NA,NA,NA,NA,NA
"394","Poland",2020-03-23,634,1,7,37965475,NA,NA,NA,NA,NA,NA
"395","Chile",2020-03-22,632,8,1,19039485,NA,NA,NA,NA,NA,NA
"396","Chile",2020-03-23,632,8,1,19039485,NA,NA,NA,NA,NA,NA
"397","Finland",2020-03-22,626,10,1,5521606,NA,NA,NA,NA,NA,NA
"398","Finland",2020-03-23,626,10,1,5521606,NA,NA,NA,NA,NA,NA
"399","Greece",2020-03-22,624,19,15,10721582,NA,NA,NA,NA,NA,NA
"400","Greece",2020-03-23,624,19,15,10721582,NA,NA,NA,NA,NA,NA
"401","Brazil",2020-03-19,621,2,6,211782878,703,2,9,1,1,1
"402","Cruise Ship",2020-02-19,621,1,0,3711,553,1,1,1492,2,3
"403","Denmark",2020-03-12,617,1,0,5814422,562,1,0,1,1,1
"404","Korea South",2020-02-23,602,18,6,51764822,631,18,6,1,1,1
"405","Sweden",2020-03-12,599,1,1,10278887,643,1,1,1,1,1
"406","Thailand",2020-03-22,599,44,1,71307763,NA,NA,NA,NA,NA,NA
"407","Thailand",2020-03-23,599,44,1,71307763,NA,NA,NA,NA,NA,NA
"408","Norway",2020-03-11,598,1,0,5347896,595,1,0,2,1,1
"409","Iran",2020-02-29,593,123,43,86564202,883,150,46,1,1,1
"410","US",2020-03-09,583,7,22,328329953,810,8,25,1,1,1
"411","Japan",2020-03-10,581,101,10,126633000,576,98,12,1,1,1
"412","Australia",2020-03-18,568,23,6,25334826,605,24,5,1,1,1
"413","Iceland",2020-03-22,568,36,1,360563,NA,NA,NA,NA,NA,NA
"414","Iceland",2020-03-23,568,36,1,360563,NA,NA,NA,NA,NA,NA
"415","Malaysia",2020-03-16,566,42,0,32804020,542,47,1,1,1,1
"416","Belgium",2020-03-13,559,1,3,11488980,584,1,3,1,1,1
"417","Ireland",2020-03-19,557,5,3,4934340,516,4,3,2,1,1
"418","China",2020-01-22,548,28,17,1407745000,NA,NA,NA,NA,NA,NA
"419","Cruise Ship",2020-02-18,542,0,0,3711,504,0,1,1357,2,2
"420","Chile",2020-03-21,537,6,0,19039485,NA,NA,NA,NA,NA,NA
"421","Poland",2020-03-21,536,1,5,37965475,NA,NA,NA,NA,NA,NA
"422","Greece",2020-03-21,530,19,13,10721582,NA,NA,NA,NA,NA,NA
"423","Finland",2020-03-21,523,10,1,5521606,NA,NA,NA,NA,NA,NA
"424","US",2020-03-08,518,7,21,328329953,603,7,21,1,1,1
"425","Indonesia",2020-03-22,514,29,48,269582878,NA,NA,NA,NA,NA,NA
"426","Indonesia",2020-03-23,514,29,48,269582878,NA,NA,NA,NA,NA,NA
"427","Japan",2020-03-09,511,76,10,126633000,536,87,10,1,1,1
"428","Saudi Arabia",2020-03-22,511,16,0,35827362,NA,NA,NA,NA,NA,NA
"429","Saudi Arabia",2020-03-23,511,16,0,35827362,NA,NA,NA,NA,NA,NA
"430","Ecuador",2020-03-21,506,3,7,17343740,NA,NA,NA,NA,NA,NA
"431","Austria",2020-03-13,504,6,1,8879920,538,5,1,1,1,1
"432","Netherlands",2020-03-11,503,0,5,17344874,535,0,6,1,1,1
"433","Netherlands",2020-03-12,503,0,5,17344874,659,1,8,1,1,1
"434","Japan",2020-03-08,502,76,6,126633000,496,77,8,1,1,1
"435","Pakistan",2020-03-20,501,13,3,223293280,539,8,3,1,1,1
"436","Spain",2020-03-07,500,30,10,47134837,689,19,14,1,1,1
"437","Sweden",2020-03-11,500,1,1,10278887,526,1,1,1,1,1
"438","Greece",2020-03-20,495,19,6,10721582,499,14,9,1,1,1
"439","Qatar",2020-03-22,494,33,0,2807235,NA,NA,NA,NA,NA,NA
"440","Qatar",2020-03-23,494,33,0,2807235,NA,NA,NA,NA,NA,NA
"441","Switzerland",2020-03-10,491,3,3,8575280,559,3,4,1,1,1
"442","Luxembourg",2020-03-20,484,0,4,620001,490,2,5,8,1,1
"443","Germany",2020-03-05,482,16,0,83092962,515,17,0,1,1,0
"444","Qatar",2020-03-21,481,27,0,2807235,NA,NA,NA,NA,NA,NA
"445","Canada",2020-03-17,478,9,5,37618495,535,9,6,1,1,1
"446","Iceland",2020-03-21,473,22,1,360563,NA,NA,NA,NA,NA,NA
"447","Qatar",2020-03-20,470,10,0,2807235,470,16,0,2,1,0
"448","Czechia",2020-03-18,464,3,0,10670000,562,3,0,1,1,0
"449","Japan",2020-03-07,461,76,6,126633000,452,66,7,1,1,1
"450","Qatar",2020-03-19,460,4,0,2807235,462,12,0,2,1,0
"451","United Kingdom",2020-03-11,459,19,8,66836327,549,19,8,1,1,1
"452","United Kingdom",2020-03-12,459,19,8,66836327,674,19,11,1,1,1
"453","Singapore",2020-03-22,455,144,2,5703569,NA,NA,NA,NA,NA,NA
"454","Singapore",2020-03-23,455,144,2,5703569,NA,NA,NA,NA,NA,NA
"455","Cruise Ship",2020-02-17,454,0,0,3711,444,0,0,1197,1,1
"456","Pakistan",2020-03-19,454,13,2,223293280,447,7,2,1,1,1
"457","Italy",2020-02-26,453,3,12,59729081,547,21,14,1,1,1
"458","Australia",2020-03-17,452,23,5,25334826,488,24,5,1,1,1
"459","Qatar",2020-03-18,452,4,0,2807235,449,8,0,2,1,0
"460","Finland",2020-03-20,450,10,0,5521606,469,10,0,1,1,1
"461","Indonesia",2020-03-21,450,15,38,269582878,NA,NA,NA,NA,NA,NA
"462","Portugal",2020-03-17,448,3,1,10286263,492,3,2,1,1,1
"463","Portugal",2020-03-18,448,3,2,10286263,651,3,3,1,1,1
"464","Denmark",2020-03-11,444,1,0,5814422,442,1,0,1,1,1
"465","Qatar",2020-03-16,439,4,0,2807235,407,3,0,2,1,0
"466","Qatar",2020-03-17,439,4,0,2807235,428,5,0,2,1,0
"467","Chile",2020-03-20,434,6,0,19039485,416,4,0,1,1,1
"468","Israel",2020-03-18,433,11,0,9050000,506,13,0,1,1,1
"469","Korea South",2020-02-22,433,16,2,51764822,455,17,4,1,1,1
"470","Romania",2020-03-22,433,64,3,19371648,NA,NA,NA,NA,NA,NA
"471","Romania",2020-03-23,433,64,3,19371648,NA,NA,NA,NA,NA,NA
"472","Singapore",2020-03-21,432,140,2,5703569,NA,NA,NA,NA,NA,NA
"473","Malaysia",2020-03-15,428,42,0,32804020,434,40,1,1,1,1
"474","Poland",2020-03-20,425,1,5,37965475,439,4,6,1,1,1
"475","Japan",2020-03-06,420,46,6,126633000,411,58,7,1,1,1
"476","Greece",2020-03-18,418,8,5,10721582,416,11,6,1,1,1
"477","Greece",2020-03-19,418,8,6,10721582,458,13,8,1,1,1
"478","Canada",2020-03-16,415,9,4,37618495,428,9,4,1,1,1
"479","Slovenia",2020-03-22,414,0,2,2088385,NA,NA,NA,NA,NA,NA
"480","Slovenia",2020-03-23,414,0,2,2088385,NA,NA,NA,NA,NA,NA
"481","Thailand",2020-03-21,411,42,1,71307763,NA,NA,NA,NA,NA,NA
"482","Iceland",2020-03-20,409,5,0,360563,403,16,1,12,1,1
"483","US",2020-03-07,402,7,17,328329953,441,7,18,1,1,1
"484","Qatar",2020-03-15,401,4,0,2807235,379,3,0,2,1,0
"485","Finland",2020-03-19,400,10,0,5521606,419,10,0,1,1,1
"486","Norway",2020-03-10,400,1,0,5347896,461,1,0,1,1,0
"487","Spain",2020-03-06,400,2,5,47134837,470,14,9,1,1,1
"488","Czechia",2020-03-17,396,3,0,10670000,447,2,0,1,1,0
"489","India",2020-03-22,396,27,7,1383112050,NA,NA,NA,NA,NA,NA
"490","India",2020-03-23,396,27,7,1383112050,NA,NA,NA,NA,NA,NA
"491","Saudi Arabia",2020-03-21,392,16,0,35827362,NA,NA,NA,NA,NA,NA
"492","Iran",2020-02-28,388,73,34,86564202,563,109,37,1,1,1
"493","Greece",2020-03-17,387,8,5,10721582,373,10,5,1,1,1
"494","Singapore",2020-03-20,385,124,0,5703569,379,128,1,1,1,1
"495","United Kingdom",2020-03-10,384,19,6,66836327,415,19,6,1,1,1
"496","Slovenia",2020-03-21,383,0,1,2088385,NA,NA,NA,NA,NA,NA
"497","Netherlands",2020-03-10,382,0,4,17344874,424,0,4,1,0,1
"498","France",2020-03-05,380,12,6,67388001,544,12,8,1,1,1
"499","Philippines",2020-03-22,380,17,25,110380804,NA,NA,NA,NA,NA,NA
"500","Philippines",2020-03-23,380,17,25,110380804,NA,NA,NA,NA,NA,NA
"501","Australia",2020-03-16,377,23,3,25334826,404,23,4,1,1,1
"502","Switzerland",2020-03-09,374,3,2,8575280,427,3,2,1,1,1
"503","Brazil",2020-03-18,372,2,3,211782878,499,2,5,1,1,1
"504","Indonesia",2020-03-20,369,15,32,269582878,365,17,31,1,1,1
"505","Ecuador",2020-03-20,367,0,5,17343740,403,1,7,1,1,1
"506","Romania",2020-03-21,367,52,0,19371648,NA,NA,NA,NA,NA,NA
"507","Russia",2020-03-22,367,16,0,145453291,NA,NA,NA,NA,NA,NA
"508","Russia",2020-03-23,367,16,0,145453291,NA,NA,NA,NA,NA,NA
"509","Peru",2020-03-22,363,1,5,32824861,NA,NA,NA,NA,NA,NA
"510","Peru",2020-03-23,363,1,5,32824861,NA,NA,NA,NA,NA,NA
"511","Japan",2020-03-05,360,43,6,126633000,377,51,6,1,1,1
"512","Turkey",2020-03-20,359,0,4,82579440,548,0,11,1,0,1
"513","Cruise Ship",2020-02-16,355,0,0,3711,379,0,0,1021,1,0
"514","Poland",2020-03-19,355,1,5,37965475,374,6,5,1,1,1
"515","Sweden",2020-03-10,355,1,0,10278887,411,1,0,1,1,1
"516","Singapore",2020-03-19,345,114,0,5703569,348,123,1,1,1,1
"517","Saudi Arabia",2020-03-20,344,8,0,35827362,339,11,0,1,1,0
"518","Slovenia",2020-03-20,341,0,1,2088385,341,0,1,2,0,1
"519","Israel",2020-03-17,337,11,0,9050000,407,8,0,1,1,0
"520","Qatar",2020-03-14,337,4,0,2807235,351,2,0,2,1,0
"521","Switzerland",2020-03-08,337,3,2,8575280,350,3,2,1,1,1
"522","Finland",2020-03-18,336,10,0,5521606,364,10,0,1,1,1
"523","Luxembourg",2020-03-19,335,0,4,620001,387,1,4,7,1,1
"524","Bahrain",2020-03-22,332,149,2,1494188,NA,NA,NA,NA,NA,NA
"525","Bahrain",2020-03-23,332,149,2,1494188,NA,NA,NA,NA,NA,NA
"526","Greece",2020-03-15,331,8,4,10721582,283,6,3,1,1,1
"527","Greece",2020-03-16,331,8,4,10721582,329,7,4,1,1,1
"528","Japan",2020-03-04,331,43,6,126633000,342,45,6,1,1,1
"529","Portugal",2020-03-16,331,3,0,10286263,363,2,1,1,1,1
"530","Iceland",2020-03-19,330,5,1,360563,347,10,1,10,1,1
"531","India",2020-03-21,330,23,4,1383112050,NA,NA,NA,NA,NA,NA
"532","Egypt",2020-03-22,327,56,14,105618671,NA,NA,NA,NA,NA,NA
"533","Egypt",2020-03-23,327,56,14,105618671,NA,NA,NA,NA,NA,NA
"534","Estonia",2020-03-22,326,2,0,1326898,NA,NA,NA,NA,NA,NA
"535","Estonia",2020-03-23,326,2,0,1326898,NA,NA,NA,NA,NA,NA
"536","Italy",2020-02-25,322,1,10,59729081,395,14,10,1,1,1
"537","Thailand",2020-03-20,322,42,1,71307763,370,42,1,1,1,1
"538","United Kingdom",2020-03-09,322,18,4,66836327,324,17,5,1,1,1
"539","Brazil",2020-03-17,321,2,1,211782878,374,1,3,1,1,1
"540","Finland",2020-03-17,321,10,0,5521606,322,9,0,1,1,0
"541","Netherlands",2020-03-09,321,0,3,17344874,327,0,3,1,0,1
"542","Qatar",2020-03-13,320,0,0,2807235,292,2,0,2,1,0
"543","Peru",2020-03-21,318,1,5,32824861,NA,NA,NA,NA,NA,NA
"544","Belgium",2020-03-11,314,1,3,11488980,369,1,2,1,1,1
"545","Belgium",2020-03-12,314,1,3,11488980,467,1,2,1,1,1
"546","Singapore",2020-03-18,313,114,0,5703569,316,117,0,1,1,1
"547","Indonesia",2020-03-19,311,11,25,269582878,311,14,25,1,1,1
"548","Romania",2020-03-20,308,25,0,19371648,323,38,1,1,1,1
"549","Philippines",2020-03-21,307,13,19,110380804,NA,NA,NA,NA,NA,NA
"550","Estonia",2020-03-21,306,1,0,1326898,NA,NA,NA,NA,NA,NA
"551","Russia",2020-03-21,306,12,1,145453291,NA,NA,NA,NA,NA,NA
"552","Bahrain",2020-03-21,305,125,1,1494188,NA,NA,NA,NA,NA,NA
"553","Austria",2020-03-12,302,4,1,8879920,411,5,1,1,1,1
"554","Pakistan",2020-03-18,299,2,0,223293280,344,7,1,1,1,1
"555","Czechia",2020-03-16,298,3,0,10670000,348,2,0,1,1,0
"556","Australia",2020-03-15,297,23,3,25334826,325,23,4,1,1,1
"557","Egypt",2020-03-21,294,41,10,105618671,NA,NA,NA,NA,NA,NA
"558","Japan",2020-03-03,293,43,6,126633000,311,39,6,1,1,1
"559","Ireland",2020-03-18,292,5,2,4934340,405,4,2,1,1,1
"560","France",2020-03-04,288,12,4,67388001,401,12,6,1,1,1
"561","Slovenia",2020-03-19,286,0,1,2088385,318,0,1,2,0,1
"562","Bahrain",2020-03-20,285,100,1,1494188,288,113,1,2,1,1
"563","Cruise Ship",2020-02-15,285,0,0,3711,315,0,0,849,0,0
"564","Egypt",2020-03-20,285,39,8,105618671,269,41,9,1,1,1
"565","Estonia",2020-03-20,283,1,0,1326898,284,1,0,3,1,0
"566","Bahrain",2020-03-19,278,100,1,1494188,271,103,1,2,1,1
"567","Finland",2020-03-16,277,10,0,5521606,280,7,0,1,1,0
"568","Romania",2020-03-19,277,25,0,19371648,284,30,0,1,1,1
"569","Slovenia",2020-03-17,275,0,1,2088385,261,0,1,2,0,1
"570","Slovenia",2020-03-18,275,0,1,2088385,290,0,1,2,0,1
"571","Japan",2020-03-02,274,32,6,126633000,283,35,6,1,1,1
"572","Saudi Arabia",2020-03-19,274,6,0,35827362,283,9,0,1,1,0
"573","South Africa",2020-03-22,274,0,0,58087055,NA,NA,NA,NA,NA,NA
"574","South Africa",2020-03-23,274,0,0,58087055,NA,NA,NA,NA,NA,NA
"575","United Kingdom",2020-03-08,274,18,3,66836327,275,15,4,1,1,1
"576","Thailand",2020-03-19,272,42,1,71307763,306,41,1,1,1,1
"577","Switzerland",2020-03-07,268,3,1,8575280,270,3,1,1,1,1
"578","Belgium",2020-03-10,267,1,0,11488980,295,1,1,1,1,1
"579","Estonia",2020-03-19,267,1,0,1326898,267,1,0,3,1,0
"580","Singapore",2020-03-17,266,114,0,5703569,284,112,0,1,1,0
"581","Netherlands",2020-03-08,265,0,3,17344874,267,0,2,1,0,1
"582","Denmark",2020-03-10,264,1,0,5814422,326,1,0,1,1,0
"583","Germany",2020-03-04,262,16,0,83092962,385,16,0,1,1,0
"584","Qatar",2020-03-11,262,0,0,2807235,177,1,0,1,1,0
"585","Qatar",2020-03-12,262,0,0,2807235,232,1,0,1,1,0
"586","US",2020-03-06,262,7,14,328329953,321,7,15,1,1,1
"587","Romania",2020-03-18,260,19,0,19371648,241,22,0,1,1,0
"588","Spain",2020-03-05,259,2,3,47134837,334,10,5,1,1,1
"589","Estonia",2020-03-18,258,1,0,1326898,245,1,0,2,1,0
"590","Bahrain",2020-03-18,256,88,1,1494188,254,90,1,2,1,1
"591","Egypt",2020-03-19,256,32,6,105618671,243,37,7,1,1,1
"592","Japan",2020-03-01,256,32,6,126633000,262,32,5,1,1,1
"593","Israel",2020-03-16,255,4,0,9050000,330,7,0,1,1,0
"594","Croatia",2020-03-22,254,5,1,4065253,NA,NA,NA,NA,NA,NA
"595","Croatia",2020-03-23,254,5,1,4065253,NA,NA,NA,NA,NA,NA
"596","Czechia",2020-03-15,253,0,0,10670000,262,1,0,1,1,0
"597","Russia",2020-03-20,253,9,1,145453291,250,11,0,1,1,1
"598","Slovenia",2020-03-16,253,0,1,2088385,233,0,1,2,0,1
"599","Canada",2020-03-15,252,8,1,37618495,330,8,3,1,1,1
"600","Israel",2020-03-15,251,4,0,9050000,252,6,0,1,1,0
"601","Mexico",2020-03-22,251,4,2,125085311,NA,NA,NA,NA,NA,NA
"602","Mexico",2020-03-23,251,4,2,125085311,NA,NA,NA,NA,NA,NA
"603","Poland",2020-03-18,251,13,5,37965475,300,6,5,1,1,1
"604","Australia",2020-03-14,250,23,3,25334826,262,22,3,1,1,1
"605","Iceland",2020-03-18,250,5,1,360563,290,6,1,9,1,1
"606","Lebanon",2020-03-22,248,8,4,5781907,NA,NA,NA,NA,NA,NA
"607","Lebanon",2020-03-23,248,8,4,5781907,NA,NA,NA,NA,NA,NA
"608","Sweden",2020-03-09,248,1,0,10278887,310,1,0,1,1,1
"609","Austria",2020-03-11,246,4,0,8879920,303,4,0,1,1,1
"610","Iran",2020-02-27,245,49,26,86564202,357,67,29,1,1,1
"611","Panama",2020-03-22,245,0,3,4232532,NA,NA,NA,NA,NA,NA
"612","Panama",2020-03-23,245,0,3,4232532,NA,NA,NA,NA,NA,NA
"613","Portugal",2020-03-15,245,2,0,10286263,259,2,0,1,1,1
"614","Finland",2020-03-15,244,10,0,5521606,231,6,0,1,1,0
"615","India",2020-03-20,244,20,5,1383112050,265,20,5,1,1,1
"616","Singapore",2020-03-16,243,109,0,5703569,258,108,0,1,1,0
"617","Japan",2020-02-29,241,32,5,126633000,242,29,5,1,1,1
"618","South Africa",2020-03-21,240,0,0,58087055,NA,NA,NA,NA,NA,NA
"619","Belgium",2020-03-09,239,1,0,11488980,230,1,1,1,1,1
"620","Chile",2020-03-18,238,0,0,19039485,268,2,0,1,1,0
"621","Chile",2020-03-19,238,0,0,19039485,348,3,0,1,1,1
"622","Malaysia",2020-03-14,238,35,0,32804020,343,35,0,1,1,1
"623","Poland",2020-03-17,238,13,5,37965475,238,6,4,1,1,1
"624","Pakistan",2020-03-17,236,2,0,223293280,244,5,1,1,1,1
"625","Peru",2020-03-19,234,1,0,32824861,214,1,2,1,1,1
"626","Peru",2020-03-20,234,1,3,32824861,253,1,3,1,1,1
"627","Iraq",2020-03-22,233,57,20,41563520,NA,NA,NA,NA,NA,NA
"628","Iraq",2020-03-23,233,57,20,41563520,NA,NA,NA,NA,NA,NA
"629","Colombia",2020-03-22,231,3,2,50187406,NA,NA,NA,NA,NA,NA
"630","Colombia",2020-03-23,231,3,2,50187406,NA,NA,NA,NA,NA,NA
"631","Philippines",2020-03-20,230,8,18,110380804,272,10,19,1,1,1
"632","Italy",2020-02-24,229,1,7,59729081,271,8,7,1,1,1
"633","Bahrain",2020-03-17,228,81,1,1494188,241,79,1,2,1,1
"634","Greece",2020-03-14,228,8,3,10721582,238,5,3,1,1,1
"635","Japan",2020-02-28,228,22,4,126633000,225,26,4,1,1,1
"636","Indonesia",2020-03-18,227,11,19,269582878,254,11,18,1,1,1
"637","Singapore",2020-03-15,226,105,0,5703569,234,106,0,1,1,0
"638","Argentina",2020-03-22,225,3,4,44938712,NA,NA,NA,NA,NA,NA
"639","Argentina",2020-03-23,225,3,4,44938712,NA,NA,NA,NA,NA,NA
"640","Estonia",2020-03-17,225,1,0,1326898,218,1,0,2,1,0
"641","Finland",2020-03-14,225,1,0,5521606,191,5,0,1,1,0
"642","Ireland",2020-03-17,223,5,2,4934340,312,3,2,1,1,1
"643","Serbia",2020-03-22,222,1,2,6945235,NA,NA,NA,NA,NA,NA
"644","Serbia",2020-03-23,222,1,2,6945235,NA,NA,NA,NA,NA,NA
"645","Spain",2020-03-04,222,2,2,47134837,250,6,3,1,1,1
"646","Iceland",2020-03-17,220,0,1,360563,245,3,1,7,1,1
"647","Slovenia",2020-03-15,219,0,1,2088385,205,0,1,1,0,1
"648","Cruise Ship",2020-02-14,218,0,0,3711,257,0,0,692,0,0
"649","Philippines",2020-03-19,217,8,17,110380804,238,8,17,1,1,1
"650","US",2020-03-05,217,7,12,328329953,252,7,13,1,1,1
"651","Bahrain",2020-03-15,214,60,0,1494188,215,61,0,2,1,1
"652","Bahrain",2020-03-16,214,77,1,1494188,227,71,1,2,1,1
"653","Iraq",2020-03-21,214,51,17,41563520,NA,NA,NA,NA,NA,NA
"654","Japan",2020-02-27,214,22,4,126633000,208,25,3,1,1,1
"655","Switzerland",2020-03-06,214,3,1,8575280,208,3,1,1,1,1
"656","Singapore",2020-03-14,212,105,0,5703569,215,103,0,1,1,0
"657","Thailand",2020-03-18,212,42,1,71307763,236,40,1,1,1,1
"658","Bahrain",2020-03-14,210,44,0,1494188,206,54,0,2,1,1
"659","Iraq",2020-03-20,208,49,17,41563520,200,47,16,1,1,1
"660","United Kingdom",2020-03-07,207,18,2,66836327,222,14,3,1,1,1
"661","Croatia",2020-03-21,206,5,1,4065253,NA,NA,NA,NA,NA,NA
"662","Estonia",2020-03-16,205,1,0,1326898,189,1,0,2,1,0
"663","Norway",2020-03-09,205,1,0,5347896,334,1,0,1,1,0
"664","France",2020-03-03,204,12,4,67388001,278,12,4,1,1,1
"665","Korea South",2020-02-21,204,16,2,51764822,320,15,3,1,1,1
"666","Luxembourg",2020-03-18,203,0,2,620001,281,0,3,5,0,1
"667","Mexico",2020-03-21,203,4,2,125085311,NA,NA,NA,NA,NA,NA
"668","Sweden",2020-03-08,203,0,0,10278887,237,0,0,1,1,1
"669","Dominican Republic",2020-03-22,202,0,3,10881882,NA,NA,NA,NA,NA,NA
"670","Dominican Republic",2020-03-23,202,0,3,10881882,NA,NA,NA,NA,NA,NA
"671","Philippines",2020-03-18,202,5,19,110380804,204,6,15,1,1,1
"672","South Africa",2020-03-20,202,0,0,58087055,188,0,0,1,0,0
"673","Algeria",2020-03-22,201,65,17,42705368,NA,NA,NA,NA,NA,NA
"674","Algeria",2020-03-23,201,65,17,42705368,NA,NA,NA,NA,NA,NA
"675","Chile",2020-03-17,201,0,0,19039485,200,1,0,1,1,0
"676","Australia",2020-03-13,200,23,3,25334826,212,22,3,1,1,1
"677","Belgium",2020-03-08,200,1,0,11488980,193,1,0,1,1,1
"678","Brazil",2020-03-16,200,1,0,211782878,283,1,1,1,1,1
"679","Panama",2020-03-21,200,0,1,4232532,NA,NA,NA,NA,NA,NA
"680","Singapore",2020-03-13,200,97,0,5703569,200,98,0,1,1,0
"681","Ecuador",2020-03-19,199,0,3,17343740,295,1,5,1,1,1
"682","Russia",2020-03-19,199,9,1,145453291,211,10,0,1,1,1
"683","Canada",2020-03-14,198,8,1,37618495,252,8,2,1,1,1
"684","Malaysia",2020-03-13,197,26,0,32804020,265,32,0,1,1,0
"685","Colombia",2020-03-21,196,1,0,50187406,NA,NA,NA,NA,NA,NA
"686","Egypt",2020-03-17,196,32,4,105618671,186,30,4,1,1,1
"687","Egypt",2020-03-18,196,32,6,105618671,212,32,5,1,1,1
"688","Germany",2020-03-03,196,16,0,83092962,283,16,0,1,1,0
"689","Bahrain",2020-03-11,195,35,0,1494188,154,28,0,2,1,0
"690","Bahrain",2020-03-12,195,35,0,1494188,173,36,0,2,1,0
"691","Armenia",2020-03-22,194,2,0,2820602,NA,NA,NA,NA,NA,NA
"692","Armenia",2020-03-23,194,2,0,2820602,NA,NA,NA,NA,NA,NA
"693","India",2020-03-19,194,15,4,1383112050,226,18,4,1,1,1
"694","Canada",2020-03-13,193,8,1,37618495,195,8,1,1,1,1
"695","Israel",2020-03-14,193,4,0,9050000,205,5,0,1,1,0
"696","Iraq",2020-03-19,192,43,13,41563520,184,43,14,1,1,1
"697","Turkey",2020-03-19,192,0,3,82579440,374,0,7,1,0,1
"698","France",2020-03-02,191,12,3,67388001,193,12,3,1,1,1
"699","Greece",2020-03-13,190,0,1,10721582,195,3,2,1,1,1
"700","Bahrain",2020-03-13,189,44,0,1494188,190,45,0,2,1,1
"701","Czechia",2020-03-14,189,0,0,10670000,209,1,0,1,1,0
"702","Japan",2020-02-26,189,22,2,126633000,193,23,3,1,1,1
"703","Kuwait",2020-03-22,188,27,0,4441100,NA,NA,NA,NA,NA,NA
"704","Kuwait",2020-03-23,188,27,0,4441100,NA,NA,NA,NA,NA,NA
"705","Netherlands",2020-03-07,188,0,1,17344874,201,0,2,1,0,1
