"","Country","date","Confirmed_d","Recovered_d","Deaths_d","lat","long","Country_map"
"1","Afghanistan",2020-01-22,0,0,0,33.7680065,66.2385139,"Afghanistan"
"2","Afghanistan",2020-01-23,0,0,0,33.7680065,66.2385139,"Afghanistan"
"3","Afghanistan",2020-01-24,0,0,0,33.7680065,66.2385139,"Afghanistan"
"4","Afghanistan",2020-01-25,0,0,0,33.7680065,66.2385139,"Afghanistan"
"5","Afghanistan",2020-01-26,0,0,0,33.7680065,66.2385139,"Afghanistan"
"6","Afghanistan",2020-01-27,0,0,0,33.7680065,66.2385139,"Afghanistan"
"7","Afghanistan",2020-01-28,0,0,0,33.7680065,66.2385139,"Afghanistan"
"8","Afghanistan",2020-01-29,0,0,0,33.7680065,66.2385139,"Afghanistan"
"9","Afghanistan",2020-01-30,0,0,0,33.7680065,66.2385139,"Afghanistan"
"10","Afghanistan",2020-01-31,0,0,0,33.7680065,66.2385139,"Afghanistan"
"11","Afghanistan",2020-02-01,0,0,0,33.7680065,66.2385139,"Afghanistan"
"12","Afghanistan",2020-02-02,0,0,0,33.7680065,66.2385139,"Afghanistan"
"13","Afghanistan",2020-02-03,0,0,0,33.7680065,66.2385139,"Afghanistan"
"14","Afghanistan",2020-02-04,0,0,0,33.7680065,66.2385139,"Afghanistan"
"15","Afghanistan",2020-02-05,0,0,0,33.7680065,66.2385139,"Afghanistan"
"16","Afghanistan",2020-02-06,0,0,0,33.7680065,66.2385139,"Afghanistan"
"17","Afghanistan",2020-02-07,0,0,0,33.7680065,66.2385139,"Afghanistan"
"18","Afghanistan",2020-02-08,0,0,0,33.7680065,66.2385139,"Afghanistan"
"19","Afghanistan",2020-02-09,0,0,0,33.7680065,66.2385139,"Afghanistan"
"20","Afghanistan",2020-02-10,0,0,0,33.7680065,66.2385139,"Afghanistan"
"21","Afghanistan",2020-02-11,0,0,0,33.7680065,66.2385139,"Afghanistan"
"22","Afghanistan",2020-02-12,0,0,0,33.7680065,66.2385139,"Afghanistan"
"23","Afghanistan",2020-02-13,0,0,0,33.7680065,66.2385139,"Afghanistan"
"24","Afghanistan",2020-02-14,0,0,0,33.7680065,66.2385139,"Afghanistan"
"25","Afghanistan",2020-02-15,0,0,0,33.7680065,66.2385139,"Afghanistan"
"26","Afghanistan",2020-02-16,0,0,0,33.7680065,66.2385139,"Afghanistan"
"27","Afghanistan",2020-02-17,0,0,0,33.7680065,66.2385139,"Afghanistan"
"28","Afghanistan",2020-02-18,0,0,0,33.7680065,66.2385139,"Afghanistan"
"29","Afghanistan",2020-02-19,0,0,0,33.7680065,66.2385139,"Afghanistan"
"30","Afghanistan",2020-02-20,0,0,0,33.7680065,66.2385139,"Afghanistan"
"31","Afghanistan",2020-02-21,0,0,0,33.7680065,66.2385139,"Afghanistan"
"32","Afghanistan",2020-02-22,0,0,0,33.7680065,66.2385139,"Afghanistan"
"33","Afghanistan",2020-02-23,0,0,0,33.7680065,66.2385139,"Afghanistan"
"34","Afghanistan",2020-02-24,1,0,0,33.7680065,66.2385139,"Afghanistan"
"35","Afghanistan",2020-02-25,1,0,0,33.7680065,66.2385139,"Afghanistan"
"36","Afghanistan",2020-02-26,1,0,0,33.7680065,66.2385139,"Afghanistan"
"37","Afghanistan",2020-02-27,1,0,0,33.7680065,66.2385139,"Afghanistan"
"38","Afghanistan",2020-02-28,1,0,0,33.7680065,66.2385139,"Afghanistan"
"39","Afghanistan",2020-02-29,1,0,0,33.7680065,66.2385139,"Afghanistan"
"40","Afghanistan",2020-03-01,1,0,0,33.7680065,66.2385139,"Afghanistan"
"41","Afghanistan",2020-03-02,1,0,0,33.7680065,66.2385139,"Afghanistan"
"42","Afghanistan",2020-03-03,1,0,0,33.7680065,66.2385139,"Afghanistan"
"43","Afghanistan",2020-03-04,1,0,0,33.7680065,66.2385139,"Afghanistan"
"44","Afghanistan",2020-03-05,1,0,0,33.7680065,66.2385139,"Afghanistan"
"45","Afghanistan",2020-03-06,1,0,0,33.7680065,66.2385139,"Afghanistan"
"46","Afghanistan",2020-03-07,1,0,0,33.7680065,66.2385139,"Afghanistan"
"47","Afghanistan",2020-03-08,4,0,0,33.7680065,66.2385139,"Afghanistan"
"48","Afghanistan",2020-03-09,4,0,0,33.7680065,66.2385139,"Afghanistan"
"49","Afghanistan",2020-03-10,5,0,0,33.7680065,66.2385139,"Afghanistan"
"50","Afghanistan",2020-03-11,7,0,0,33.7680065,66.2385139,"Afghanistan"
"51","Afghanistan",2020-03-12,7,0,0,33.7680065,66.2385139,"Afghanistan"
"52","Afghanistan",2020-03-13,7,0,0,33.7680065,66.2385139,"Afghanistan"
"53","Afghanistan",2020-03-14,11,0,0,33.7680065,66.2385139,"Afghanistan"
"54","Afghanistan",2020-03-15,16,0,0,33.7680065,66.2385139,"Afghanistan"
"55","Afghanistan",2020-03-16,21,1,0,33.7680065,66.2385139,"Afghanistan"
"56","Afghanistan",2020-03-17,22,1,0,33.7680065,66.2385139,"Afghanistan"
"57","Afghanistan",2020-03-18,22,1,0,33.7680065,66.2385139,"Afghanistan"
"58","Afghanistan",2020-03-19,22,1,0,33.7680065,66.2385139,"Afghanistan"
"59","Afghanistan",2020-03-20,24,1,0,33.7680065,66.2385139,"Afghanistan"
"60","Afghanistan",2020-03-21,24,1,0,33.7680065,66.2385139,"Afghanistan"
"61","Afghanistan",2020-03-22,40,1,1,33.7680065,66.2385139,"Afghanistan"
"62","Afghanistan",2020-03-23,40,1,1,33.7680065,66.2385139,"Afghanistan"
"63","Albania",2020-01-22,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"64","Albania",2020-01-23,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"65","Albania",2020-01-24,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"66","Albania",2020-01-25,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"67","Albania",2020-01-26,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"68","Albania",2020-01-27,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"69","Albania",2020-01-28,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"70","Albania",2020-01-29,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"71","Albania",2020-01-30,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"72","Albania",2020-01-31,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"73","Albania",2020-02-01,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"74","Albania",2020-02-02,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"75","Albania",2020-02-03,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"76","Albania",2020-02-04,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"77","Albania",2020-02-05,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"78","Albania",2020-02-06,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"79","Albania",2020-02-07,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"80","Albania",2020-02-08,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"81","Albania",2020-02-09,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"82","Albania",2020-02-10,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"83","Albania",2020-02-11,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"84","Albania",2020-02-12,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"85","Albania",2020-02-13,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"86","Albania",2020-02-14,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"87","Albania",2020-02-15,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"88","Albania",2020-02-16,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"89","Albania",2020-02-17,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"90","Albania",2020-02-18,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"91","Albania",2020-02-19,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"92","Albania",2020-02-20,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"93","Albania",2020-02-21,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"94","Albania",2020-02-22,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"95","Albania",2020-02-23,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"96","Albania",2020-02-24,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"97","Albania",2020-02-25,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"98","Albania",2020-02-26,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"99","Albania",2020-02-27,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"100","Albania",2020-02-28,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"101","Albania",2020-02-29,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"102","Albania",2020-03-01,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"103","Albania",2020-03-02,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"104","Albania",2020-03-03,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"105","Albania",2020-03-04,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"106","Albania",2020-03-05,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"107","Albania",2020-03-06,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"108","Albania",2020-03-07,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"109","Albania",2020-03-08,0,0,0,40.9971336410827,20.1792329978173,"Albania"
"110","Albania",2020-03-09,2,0,0,40.9971336410827,20.1792329978173,"Albania"
"111","Albania",2020-03-10,10,0,0,40.9971336410827,20.1792329978173,"Albania"
"112","Albania",2020-03-11,12,0,1,40.9971336410827,20.1792329978173,"Albania"
"113","Albania",2020-03-12,23,0,1,40.9971336410827,20.1792329978173,"Albania"
"114","Albania",2020-03-13,33,0,1,40.9971336410827,20.1792329978173,"Albania"
"115","Albania",2020-03-14,38,0,1,40.9971336410827,20.1792329978173,"Albania"
"116","Albania",2020-03-15,42,0,1,40.9971336410827,20.1792329978173,"Albania"
"117","Albania",2020-03-16,51,0,1,40.9971336410827,20.1792329978173,"Albania"
"118","Albania",2020-03-17,55,0,1,40.9971336410827,20.1792329978173,"Albania"
"119","Albania",2020-03-18,59,0,2,40.9971336410827,20.1792329978173,"Albania"
"120","Albania",2020-03-19,64,0,2,40.9971336410827,20.1792329978173,"Albania"
"121","Albania",2020-03-20,70,0,2,40.9971336410827,20.1792329978173,"Albania"
"122","Albania",2020-03-21,76,2,2,40.9971336410827,20.1792329978173,"Albania"
"123","Albania",2020-03-22,89,2,2,40.9971336410827,20.1792329978173,"Albania"
"124","Albania",2020-03-23,89,2,2,40.9971336410827,20.1792329978173,"Albania"
"125","Algeria",2020-01-22,0,0,0,28.0000272,2.9999825,"Algeria"
"126","Algeria",2020-01-23,0,0,0,28.0000272,2.9999825,"Algeria"
"127","Algeria",2020-01-24,0,0,0,28.0000272,2.9999825,"Algeria"
"128","Algeria",2020-01-25,0,0,0,28.0000272,2.9999825,"Algeria"
"129","Algeria",2020-01-26,0,0,0,28.0000272,2.9999825,"Algeria"
"130","Algeria",2020-01-27,0,0,0,28.0000272,2.9999825,"Algeria"
"131","Algeria",2020-01-28,0,0,0,28.0000272,2.9999825,"Algeria"
"132","Algeria",2020-01-29,0,0,0,28.0000272,2.9999825,"Algeria"
"133","Algeria",2020-01-30,0,0,0,28.0000272,2.9999825,"Algeria"
"134","Algeria",2020-01-31,0,0,0,28.0000272,2.9999825,"Algeria"
"135","Algeria",2020-02-01,0,0,0,28.0000272,2.9999825,"Algeria"
"136","Algeria",2020-02-02,0,0,0,28.0000272,2.9999825,"Algeria"
"137","Algeria",2020-02-03,0,0,0,28.0000272,2.9999825,"Algeria"
"138","Algeria",2020-02-04,0,0,0,28.0000272,2.9999825,"Algeria"
"139","Algeria",2020-02-05,0,0,0,28.0000272,2.9999825,"Algeria"
"140","Algeria",2020-02-06,0,0,0,28.0000272,2.9999825,"Algeria"
"141","Algeria",2020-02-07,0,0,0,28.0000272,2.9999825,"Algeria"
"142","Algeria",2020-02-08,0,0,0,28.0000272,2.9999825,"Algeria"
"143","Algeria",2020-02-09,0,0,0,28.0000272,2.9999825,"Algeria"
"144","Algeria",2020-02-10,0,0,0,28.0000272,2.9999825,"Algeria"
"145","Algeria",2020-02-11,0,0,0,28.0000272,2.9999825,"Algeria"
"146","Algeria",2020-02-12,0,0,0,28.0000272,2.9999825,"Algeria"
"147","Algeria",2020-02-13,0,0,0,28.0000272,2.9999825,"Algeria"
"148","Algeria",2020-02-14,0,0,0,28.0000272,2.9999825,"Algeria"
"149","Algeria",2020-02-15,0,0,0,28.0000272,2.9999825,"Algeria"
"150","Algeria",2020-02-16,0,0,0,28.0000272,2.9999825,"Algeria"
"151","Algeria",2020-02-17,0,0,0,28.0000272,2.9999825,"Algeria"
"152","Algeria",2020-02-18,0,0,0,28.0000272,2.9999825,"Algeria"
"153","Algeria",2020-02-19,0,0,0,28.0000272,2.9999825,"Algeria"
"154","Algeria",2020-02-20,0,0,0,28.0000272,2.9999825,"Algeria"
"155","Algeria",2020-02-21,0,0,0,28.0000272,2.9999825,"Algeria"
"156","Algeria",2020-02-22,0,0,0,28.0000272,2.9999825,"Algeria"
"157","Algeria",2020-02-23,0,0,0,28.0000272,2.9999825,"Algeria"
"158","Algeria",2020-02-24,0,0,0,28.0000272,2.9999825,"Algeria"
"159","Algeria",2020-02-25,1,0,0,28.0000272,2.9999825,"Algeria"
"160","Algeria",2020-02-26,1,0,0,28.0000272,2.9999825,"Algeria"
"161","Algeria",2020-02-27,1,0,0,28.0000272,2.9999825,"Algeria"
"162","Algeria",2020-02-28,1,0,0,28.0000272,2.9999825,"Algeria"
"163","Algeria",2020-02-29,1,0,0,28.0000272,2.9999825,"Algeria"
"164","Algeria",2020-03-01,1,0,0,28.0000272,2.9999825,"Algeria"
"165","Algeria",2020-03-02,3,0,0,28.0000272,2.9999825,"Algeria"
"166","Algeria",2020-03-03,5,0,0,28.0000272,2.9999825,"Algeria"
"167","Algeria",2020-03-04,12,0,0,28.0000272,2.9999825,"Algeria"
"168","Algeria",2020-03-05,12,0,0,28.0000272,2.9999825,"Algeria"
"169","Algeria",2020-03-06,17,0,0,28.0000272,2.9999825,"Algeria"
"170","Algeria",2020-03-07,17,0,0,28.0000272,2.9999825,"Algeria"
"171","Algeria",2020-03-08,19,0,0,28.0000272,2.9999825,"Algeria"
"172","Algeria",2020-03-09,20,0,0,28.0000272,2.9999825,"Algeria"
"173","Algeria",2020-03-10,20,0,0,28.0000272,2.9999825,"Algeria"
"174","Algeria",2020-03-11,20,0,0,28.0000272,2.9999825,"Algeria"
"175","Algeria",2020-03-12,24,8,1,28.0000272,2.9999825,"Algeria"
"176","Algeria",2020-03-13,26,8,2,28.0000272,2.9999825,"Algeria"
"177","Algeria",2020-03-14,37,12,3,28.0000272,2.9999825,"Algeria"
"178","Algeria",2020-03-15,48,12,4,28.0000272,2.9999825,"Algeria"
"179","Algeria",2020-03-16,54,12,4,28.0000272,2.9999825,"Algeria"
"180","Algeria",2020-03-17,60,12,4,28.0000272,2.9999825,"Algeria"
"181","Algeria",2020-03-18,74,12,7,28.0000272,2.9999825,"Algeria"
"182","Algeria",2020-03-19,87,32,9,28.0000272,2.9999825,"Algeria"
"183","Algeria",2020-03-20,90,32,11,28.0000272,2.9999825,"Algeria"
"184","Algeria",2020-03-21,139,32,15,28.0000272,2.9999825,"Algeria"
"185","Algeria",2020-03-22,201,65,17,28.0000272,2.9999825,"Algeria"
"186","Algeria",2020-03-23,201,65,17,28.0000272,2.9999825,"Algeria"
"187","Andorra",2020-01-22,0,0,0,42.5407167,1.5732033,"Andorra"
"188","Andorra",2020-01-23,0,0,0,42.5407167,1.5732033,"Andorra"
"189","Andorra",2020-01-24,0,0,0,42.5407167,1.5732033,"Andorra"
"190","Andorra",2020-01-25,0,0,0,42.5407167,1.5732033,"Andorra"
"191","Andorra",2020-01-26,0,0,0,42.5407167,1.5732033,"Andorra"
"192","Andorra",2020-01-27,0,0,0,42.5407167,1.5732033,"Andorra"
"193","Andorra",2020-01-28,0,0,0,42.5407167,1.5732033,"Andorra"
"194","Andorra",2020-01-29,0,0,0,42.5407167,1.5732033,"Andorra"
"195","Andorra",2020-01-30,0,0,0,42.5407167,1.5732033,"Andorra"
"196","Andorra",2020-01-31,0,0,0,42.5407167,1.5732033,"Andorra"
"197","Andorra",2020-02-01,0,0,0,42.5407167,1.5732033,"Andorra"
"198","Andorra",2020-02-02,0,0,0,42.5407167,1.5732033,"Andorra"
"199","Andorra",2020-02-03,0,0,0,42.5407167,1.5732033,"Andorra"
"200","Andorra",2020-02-04,0,0,0,42.5407167,1.5732033,"Andorra"
"201","Andorra",2020-02-05,0,0,0,42.5407167,1.5732033,"Andorra"
"202","Andorra",2020-02-06,0,0,0,42.5407167,1.5732033,"Andorra"
"203","Andorra",2020-02-07,0,0,0,42.5407167,1.5732033,"Andorra"
"204","Andorra",2020-02-08,0,0,0,42.5407167,1.5732033,"Andorra"
"205","Andorra",2020-02-09,0,0,0,42.5407167,1.5732033,"Andorra"
"206","Andorra",2020-02-10,0,0,0,42.5407167,1.5732033,"Andorra"
"207","Andorra",2020-02-11,0,0,0,42.5407167,1.5732033,"Andorra"
"208","Andorra",2020-02-12,0,0,0,42.5407167,1.5732033,"Andorra"
"209","Andorra",2020-02-13,0,0,0,42.5407167,1.5732033,"Andorra"
"210","Andorra",2020-02-14,0,0,0,42.5407167,1.5732033,"Andorra"
"211","Andorra",2020-02-15,0,0,0,42.5407167,1.5732033,"Andorra"
"212","Andorra",2020-02-16,0,0,0,42.5407167,1.5732033,"Andorra"
"213","Andorra",2020-02-17,0,0,0,42.5407167,1.5732033,"Andorra"
"214","Andorra",2020-02-18,0,0,0,42.5407167,1.5732033,"Andorra"
"215","Andorra",2020-02-19,0,0,0,42.5407167,1.5732033,"Andorra"
"216","Andorra",2020-02-20,0,0,0,42.5407167,1.5732033,"Andorra"
"217","Andorra",2020-02-21,0,0,0,42.5407167,1.5732033,"Andorra"
"218","Andorra",2020-02-22,0,0,0,42.5407167,1.5732033,"Andorra"
"219","Andorra",2020-02-23,0,0,0,42.5407167,1.5732033,"Andorra"
"220","Andorra",2020-02-24,0,0,0,42.5407167,1.5732033,"Andorra"
"221","Andorra",2020-02-25,0,0,0,42.5407167,1.5732033,"Andorra"
"222","Andorra",2020-02-26,0,0,0,42.5407167,1.5732033,"Andorra"
"223","Andorra",2020-02-27,0,0,0,42.5407167,1.5732033,"Andorra"
"224","Andorra",2020-02-28,0,0,0,42.5407167,1.5732033,"Andorra"
"225","Andorra",2020-02-29,0,0,0,42.5407167,1.5732033,"Andorra"
"226","Andorra",2020-03-01,0,0,0,42.5407167,1.5732033,"Andorra"
"227","Andorra",2020-03-02,1,0,0,42.5407167,1.5732033,"Andorra"
"228","Andorra",2020-03-03,1,0,0,42.5407167,1.5732033,"Andorra"
"229","Andorra",2020-03-04,1,0,0,42.5407167,1.5732033,"Andorra"
"230","Andorra",2020-03-05,1,0,0,42.5407167,1.5732033,"Andorra"
"231","Andorra",2020-03-06,1,0,0,42.5407167,1.5732033,"Andorra"
"232","Andorra",2020-03-07,1,0,0,42.5407167,1.5732033,"Andorra"
"233","Andorra",2020-03-08,1,0,0,42.5407167,1.5732033,"Andorra"
"234","Andorra",2020-03-09,1,0,0,42.5407167,1.5732033,"Andorra"
"235","Andorra",2020-03-10,1,0,0,42.5407167,1.5732033,"Andorra"
"236","Andorra",2020-03-11,1,0,0,42.5407167,1.5732033,"Andorra"
"237","Andorra",2020-03-12,1,1,0,42.5407167,1.5732033,"Andorra"
"238","Andorra",2020-03-13,1,0,0,42.5407167,1.5732033,"Andorra"
"239","Andorra",2020-03-14,1,1,0,42.5407167,1.5732033,"Andorra"
"240","Andorra",2020-03-15,1,1,0,42.5407167,1.5732033,"Andorra"
"241","Andorra",2020-03-16,2,1,0,42.5407167,1.5732033,"Andorra"
"242","Andorra",2020-03-17,39,1,0,42.5407167,1.5732033,"Andorra"
"243","Andorra",2020-03-18,39,1,0,42.5407167,1.5732033,"Andorra"
"244","Andorra",2020-03-19,53,1,0,42.5407167,1.5732033,"Andorra"
"245","Andorra",2020-03-20,75,1,0,42.5407167,1.5732033,"Andorra"
"246","Andorra",2020-03-21,88,1,0,42.5407167,1.5732033,"Andorra"
"247","Andorra",2020-03-22,113,1,1,42.5407167,1.5732033,"Andorra"
"248","Andorra",2020-03-23,113,1,1,42.5407167,1.5732033,"Andorra"
"249","Angola",2020-01-22,0,0,0,-11.8775768,17.5691241,"Angola"
"250","Angola",2020-01-23,0,0,0,-11.8775768,17.5691241,"Angola"
"251","Angola",2020-01-24,0,0,0,-11.8775768,17.5691241,"Angola"
"252","Angola",2020-01-25,0,0,0,-11.8775768,17.5691241,"Angola"
"253","Angola",2020-01-26,0,0,0,-11.8775768,17.5691241,"Angola"
"254","Angola",2020-01-27,0,0,0,-11.8775768,17.5691241,"Angola"
"255","Angola",2020-01-28,0,0,0,-11.8775768,17.5691241,"Angola"
"256","Angola",2020-01-29,0,0,0,-11.8775768,17.5691241,"Angola"
"257","Angola",2020-01-30,0,0,0,-11.8775768,17.5691241,"Angola"
"258","Angola",2020-01-31,0,0,0,-11.8775768,17.5691241,"Angola"
"259","Angola",2020-02-01,0,0,0,-11.8775768,17.5691241,"Angola"
"260","Angola",2020-02-02,0,0,0,-11.8775768,17.5691241,"Angola"
"261","Angola",2020-02-03,0,0,0,-11.8775768,17.5691241,"Angola"
"262","Angola",2020-02-04,0,0,0,-11.8775768,17.5691241,"Angola"
"263","Angola",2020-02-05,0,0,0,-11.8775768,17.5691241,"Angola"
"264","Angola",2020-02-06,0,0,0,-11.8775768,17.5691241,"Angola"
"265","Angola",2020-02-07,0,0,0,-11.8775768,17.5691241,"Angola"
"266","Angola",2020-02-08,0,0,0,-11.8775768,17.5691241,"Angola"
"267","Angola",2020-02-09,0,0,0,-11.8775768,17.5691241,"Angola"
"268","Angola",2020-02-10,0,0,0,-11.8775768,17.5691241,"Angola"
"269","Angola",2020-02-11,0,0,0,-11.8775768,17.5691241,"Angola"
"270","Angola",2020-02-12,0,0,0,-11.8775768,17.5691241,"Angola"
"271","Angola",2020-02-13,0,0,0,-11.8775768,17.5691241,"Angola"
"272","Angola",2020-02-14,0,0,0,-11.8775768,17.5691241,"Angola"
"273","Angola",2020-02-15,0,0,0,-11.8775768,17.5691241,"Angola"
"274","Angola",2020-02-16,0,0,0,-11.8775768,17.5691241,"Angola"
"275","Angola",2020-02-17,0,0,0,-11.8775768,17.5691241,"Angola"
"276","Angola",2020-02-18,0,0,0,-11.8775768,17.5691241,"Angola"
"277","Angola",2020-02-19,0,0,0,-11.8775768,17.5691241,"Angola"
"278","Angola",2020-02-20,0,0,0,-11.8775768,17.5691241,"Angola"
"279","Angola",2020-02-21,0,0,0,-11.8775768,17.5691241,"Angola"
"280","Angola",2020-02-22,0,0,0,-11.8775768,17.5691241,"Angola"
"281","Angola",2020-02-23,0,0,0,-11.8775768,17.5691241,"Angola"
"282","Angola",2020-02-24,0,0,0,-11.8775768,17.5691241,"Angola"
"283","Angola",2020-02-25,0,0,0,-11.8775768,17.5691241,"Angola"
"284","Angola",2020-02-26,0,0,0,-11.8775768,17.5691241,"Angola"
"285","Angola",2020-02-27,0,0,0,-11.8775768,17.5691241,"Angola"
"286","Angola",2020-02-28,0,0,0,-11.8775768,17.5691241,"Angola"
"287","Angola",2020-02-29,0,0,0,-11.8775768,17.5691241,"Angola"
"288","Angola",2020-03-01,0,0,0,-11.8775768,17.5691241,"Angola"
"289","Angola",2020-03-02,0,0,0,-11.8775768,17.5691241,"Angola"
"290","Angola",2020-03-03,0,0,0,-11.8775768,17.5691241,"Angola"
"291","Angola",2020-03-04,0,0,0,-11.8775768,17.5691241,"Angola"
"292","Angola",2020-03-05,0,0,0,-11.8775768,17.5691241,"Angola"
"293","Angola",2020-03-06,0,0,0,-11.8775768,17.5691241,"Angola"
"294","Angola",2020-03-07,0,0,0,-11.8775768,17.5691241,"Angola"
"295","Angola",2020-03-08,0,0,0,-11.8775768,17.5691241,"Angola"
"296","Angola",2020-03-09,0,0,0,-11.8775768,17.5691241,"Angola"
"297","Angola",2020-03-10,0,0,0,-11.8775768,17.5691241,"Angola"
"298","Angola",2020-03-11,0,0,0,-11.8775768,17.5691241,"Angola"
"299","Angola",2020-03-12,0,0,0,-11.8775768,17.5691241,"Angola"
"300","Angola",2020-03-13,0,0,0,-11.8775768,17.5691241,"Angola"
"301","Angola",2020-03-14,0,0,0,-11.8775768,17.5691241,"Angola"
"302","Angola",2020-03-15,0,0,0,-11.8775768,17.5691241,"Angola"
"303","Angola",2020-03-16,0,0,0,-11.8775768,17.5691241,"Angola"
"304","Angola",2020-03-17,0,0,0,-11.8775768,17.5691241,"Angola"
"305","Angola",2020-03-18,0,0,0,-11.8775768,17.5691241,"Angola"
"306","Angola",2020-03-19,0,0,0,-11.8775768,17.5691241,"Angola"
"307","Angola",2020-03-20,1,0,0,-11.8775768,17.5691241,"Angola"
"308","Angola",2020-03-21,2,0,0,-11.8775768,17.5691241,"Angola"
"309","Angola",2020-03-22,2,0,0,-11.8775768,17.5691241,"Angola"
"310","Angola",2020-03-23,2,0,0,-11.8775768,17.5691241,"Angola"
"311","Antigua and Barbuda",2020-01-22,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"312","Antigua and Barbuda",2020-01-23,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"313","Antigua and Barbuda",2020-01-24,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"314","Antigua and Barbuda",2020-01-25,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"315","Antigua and Barbuda",2020-01-26,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"316","Antigua and Barbuda",2020-01-27,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"317","Antigua and Barbuda",2020-01-28,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"318","Antigua and Barbuda",2020-01-29,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"319","Antigua and Barbuda",2020-01-30,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"320","Antigua and Barbuda",2020-01-31,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"321","Antigua and Barbuda",2020-02-01,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"322","Antigua and Barbuda",2020-02-02,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"323","Antigua and Barbuda",2020-02-03,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"324","Antigua and Barbuda",2020-02-04,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"325","Antigua and Barbuda",2020-02-05,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"326","Antigua and Barbuda",2020-02-06,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"327","Antigua and Barbuda",2020-02-07,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"328","Antigua and Barbuda",2020-02-08,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"329","Antigua and Barbuda",2020-02-09,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"330","Antigua and Barbuda",2020-02-10,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"331","Antigua and Barbuda",2020-02-11,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"332","Antigua and Barbuda",2020-02-12,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
"333","Antigua and Barbuda",2020-02-13,0,0,0,17.2234721,-61.9554608,"AntiguaandBarbuda"
