"","Country","Lat","Long","date","Confirmed","Recovered","Deaths"
"396","China",31.8257,117.2264,2020-02-21,988,539,6
"397","China",31.8257,117.2264,2020-02-22,989,597,6
"398","China",31.8257,117.2264,2020-02-23,989,637,6
"399","China",31.8257,117.2264,2020-02-24,989,663,6
"400","China",31.8257,117.2264,2020-02-25,989,712,6
"401","China",31.8257,117.2264,2020-02-26,989,744,6
"402","China",31.8257,117.2264,2020-02-27,989,792,6
"403","China",31.8257,117.2264,2020-02-28,990,821,6
"404","China",31.8257,117.2264,2020-02-29,990,868,6
"405","China",31.8257,117.2264,2020-02-03,408,14,0
"406","China",31.8257,117.2264,2020-02-04,480,20,0
"407","China",31.8257,117.2264,2020-02-05,530,23,0
"408","China",31.8257,117.2264,2020-02-06,591,34,0
"409","China",31.8257,117.2264,2020-02-07,665,47,0
"410","China",31.8257,117.2264,2020-02-08,733,59,0
"411","China",31.8257,117.2264,2020-02-09,779,72,1
"412","China",31.8257,117.2264,2020-03-01,990,873,6
"413","China",31.8257,117.2264,2020-03-10,990,984,6
"414","China",31.8257,117.2264,2020-03-11,990,984,6
"415","China",31.8257,117.2264,2020-03-12,990,984,6
"416","China",31.8257,117.2264,2020-03-13,990,984,6
"417","China",31.8257,117.2264,2020-03-14,990,984,6
"418","China",31.8257,117.2264,2020-03-15,990,984,6
"419","China",31.8257,117.2264,2020-03-16,990,984,6
"420","China",31.8257,117.2264,2020-03-17,990,984,6
"421","China",31.8257,117.2264,2020-03-18,990,984,6
"422","China",31.8257,117.2264,2020-03-19,990,984,6
"423","China",31.8257,117.2264,2020-03-02,990,917,6
"424","China",31.8257,117.2264,2020-03-20,990,984,6
"425","China",31.8257,117.2264,2020-03-21,990,984,6
"426","China",31.8257,117.2264,2020-03-22,990,984,6
"427","China",31.8257,117.2264,2020-03-23,990,984,6
"428","China",31.8257,117.2264,2020-03-03,990,936,6
"429","China",31.8257,117.2264,2020-03-04,990,956,6
"430","China",31.8257,117.2264,2020-03-05,990,970,6
"431","China",31.8257,117.2264,2020-03-06,990,979,6
"432","China",31.8257,117.2264,2020-03-07,990,979,6
"433","China",31.8257,117.2264,2020-03-08,990,984,6
"434","China",31.8257,117.2264,2020-03-09,990,984,6
"435","US",45.3293,-93.2197,2020-01-22,0,0,0
"436","US",45.3293,-93.2197,2020-01-23,0,0,0
"437","US",45.3293,-93.2197,2020-01-24,0,0,0
"438","US",45.3293,-93.2197,2020-01-25,0,0,0
"439","US",45.3293,-93.2197,2020-01-26,0,0,0
"440","US",45.3293,-93.2197,2020-01-27,0,0,0
"441","US",45.3293,-93.2197,2020-01-28,0,0,0
"442","US",45.3293,-93.2197,2020-01-29,0,0,0
"443","US",45.3293,-93.2197,2020-01-30,0,0,0
"444","US",45.3293,-93.2197,2020-01-31,0,0,0
"445","US",45.3293,-93.2197,2020-02-01,0,0,0
"446","US",45.3293,-93.2197,2020-02-10,0,0,0
"447","US",45.3293,-93.2197,2020-02-11,0,0,0
"448","US",45.3293,-93.2197,2020-02-12,0,0,0
"449","US",45.3293,-93.2197,2020-02-13,0,0,0
"450","US",45.3293,-93.2197,2020-02-14,0,0,0
"451","US",45.3293,-93.2197,2020-02-15,0,0,0
"452","US",45.3293,-93.2197,2020-02-16,0,0,0
"453","US",45.3293,-93.2197,2020-02-17,0,0,0
"454","US",45.3293,-93.2197,2020-02-18,0,0,0
"455","US",45.3293,-93.2197,2020-02-19,0,0,0
"456","US",45.3293,-93.2197,2020-02-02,0,0,0
"457","US",45.3293,-93.2197,2020-02-20,0,0,0
"458","US",45.3293,-93.2197,2020-02-21,0,0,0
"459","US",45.3293,-93.2197,2020-02-22,0,0,0
"460","US",45.3293,-93.2197,2020-02-23,0,0,0
"461","US",45.3293,-93.2197,2020-02-24,0,0,0
"462","US",45.3293,-93.2197,2020-02-25,0,0,0
"463","US",45.3293,-93.2197,2020-02-26,0,0,0
"464","US",45.3293,-93.2197,2020-02-27,0,0,0
"465","US",45.3293,-93.2197,2020-02-28,0,0,0
"466","US",45.3293,-93.2197,2020-02-29,0,0,0
"467","US",45.3293,-93.2197,2020-02-03,0,0,0
"468","US",45.3293,-93.2197,2020-02-04,0,0,0
"469","US",45.3293,-93.2197,2020-02-05,0,0,0
"470","US",45.3293,-93.2197,2020-02-06,0,0,0
"471","US",45.3293,-93.2197,2020-02-07,0,0,0
"472","US",45.3293,-93.2197,2020-02-08,0,0,0
"473","US",45.3293,-93.2197,2020-02-09,0,0,0
"474","US",45.3293,-93.2197,2020-03-01,0,0,0
