"","Province","Country","Lat","Long","date","Recovered"
"1","Adams, IN","US",39.8522,-77.2865,2020-01-22,0
"2","Adams, IN","US",39.8522,-77.2865,2020-01-23,0
"3","Adams, IN","US",39.8522,-77.2865,2020-01-24,0
"4","Adams, IN","US",39.8522,-77.2865,2020-01-25,0
"5","Adams, IN","US",39.8522,-77.2865,2020-01-26,0
"6","Adams, IN","US",39.8522,-77.2865,2020-01-27,0
"7","Adams, IN","US",39.8522,-77.2865,2020-01-28,0
"8","Adams, IN","US",39.8522,-77.2865,2020-01-29,0
"9","Adams, IN","US",39.8522,-77.2865,2020-01-30,0
"10","Adams, IN","US",39.8522,-77.2865,2020-01-31,0
"11","Adams, IN","US",39.8522,-77.2865,2020-02-01,0
"12","Adams, IN","US",39.8522,-77.2865,2020-02-10,0
"13","Adams, IN","US",39.8522,-77.2865,2020-02-11,0
"14","Adams, IN","US",39.8522,-77.2865,2020-02-12,0
"15","Adams, IN","US",39.8522,-77.2865,2020-02-13,0
"16","Adams, IN","US",39.8522,-77.2865,2020-02-14,0
"17","Adams, IN","US",39.8522,-77.2865,2020-02-15,0
"18","Adams, IN","US",39.8522,-77.2865,2020-02-16,0
"19","Adams, IN","US",39.8522,-77.2865,2020-02-17,0
"20","Adams, IN","US",39.8522,-77.2865,2020-02-18,0
"21","Adams, IN","US",39.8522,-77.2865,2020-02-19,0
"22","Adams, IN","US",39.8522,-77.2865,2020-02-02,0
"23","Adams, IN","US",39.8522,-77.2865,2020-02-20,0
"24","Adams, IN","US",39.8522,-77.2865,2020-02-21,0
"25","Adams, IN","US",39.8522,-77.2865,2020-02-22,0
"26","Adams, IN","US",39.8522,-77.2865,2020-02-23,0
"27","Adams, IN","US",39.8522,-77.2865,2020-02-24,0
"28","Adams, IN","US",39.8522,-77.2865,2020-02-25,0
"29","Adams, IN","US",39.8522,-77.2865,2020-02-26,0
"30","Adams, IN","US",39.8522,-77.2865,2020-02-27,0
"31","Adams, IN","US",39.8522,-77.2865,2020-02-28,0
"32","Adams, IN","US",39.8522,-77.2865,2020-02-29,0
"33","Adams, IN","US",39.8522,-77.2865,2020-02-03,0
"34","Adams, IN","US",39.8522,-77.2865,2020-02-04,0
"35","Adams, IN","US",39.8522,-77.2865,2020-02-05,0
"36","Adams, IN","US",39.8522,-77.2865,2020-02-06,0
"37","Adams, IN","US",39.8522,-77.2865,2020-02-07,0
"38","Adams, IN","US",39.8522,-77.2865,2020-02-08,0
"39","Adams, IN","US",39.8522,-77.2865,2020-02-09,0
"40","Adams, IN","US",39.8522,-77.2865,2020-03-01,0
"41","Adams, IN","US",39.8522,-77.2865,2020-03-10,0
"42","Adams, IN","US",39.8522,-77.2865,2020-03-11,0
"43","Adams, IN","US",39.8522,-77.2865,2020-03-12,0
"44","Adams, IN","US",39.8522,-77.2865,2020-03-13,0
"45","Adams, IN","US",39.8522,-77.2865,2020-03-14,0
"46","Adams, IN","US",39.8522,-77.2865,2020-03-15,0
"47","Adams, IN","US",39.8522,-77.2865,2020-03-16,0
"48","Adams, IN","US",39.8522,-77.2865,2020-03-17,0
"49","Adams, IN","US",39.8522,-77.2865,2020-03-18,0
"50","Adams, IN","US",39.8522,-77.2865,2020-03-19,0
"51","Adams, IN","US",39.8522,-77.2865,2020-03-02,0
"52","Adams, IN","US",39.8522,-77.2865,2020-03-20,0
"53","Adams, IN","US",39.8522,-77.2865,2020-03-21,0
"54","Adams, IN","US",39.8522,-77.2865,2020-03-22,0
"55","Adams, IN","US",39.8522,-77.2865,2020-03-23,0
"56","Adams, IN","US",39.8522,-77.2865,2020-03-03,0
"57","Adams, IN","US",39.8522,-77.2865,2020-03-04,0
"58","Adams, IN","US",39.8522,-77.2865,2020-03-05,0
"59","Adams, IN","US",39.8522,-77.2865,2020-03-06,0
"60","Adams, IN","US",39.8522,-77.2865,2020-03-07,0
"61","Adams, IN","US",39.8522,-77.2865,2020-03-08,0
"62","Adams, IN","US",39.8522,-77.2865,2020-03-09,0
"63","Alabama","US",32.3182,-86.9023,2020-01-22,0
"64","Alabama","US",32.3182,-86.9023,2020-01-23,0
"65","Alabama","US",32.3182,-86.9023,2020-01-24,0
"66","Alabama","US",32.3182,-86.9023,2020-01-25,0
"67","Alabama","US",32.3182,-86.9023,2020-01-26,0
"68","Alabama","US",32.3182,-86.9023,2020-01-27,0
"69","Alabama","US",32.3182,-86.9023,2020-01-28,0
"70","Alabama","US",32.3182,-86.9023,2020-01-29,0
"71","Alabama","US",32.3182,-86.9023,2020-01-30,0
"72","Alabama","US",32.3182,-86.9023,2020-01-31,0
"73","Alabama","US",32.3182,-86.9023,2020-02-01,0
"74","Alabama","US",32.3182,-86.9023,2020-02-10,0
"75","Alabama","US",32.3182,-86.9023,2020-02-11,0
"76","Alabama","US",32.3182,-86.9023,2020-02-12,0
"77","Alabama","US",32.3182,-86.9023,2020-02-13,0
"78","Alabama","US",32.3182,-86.9023,2020-02-14,0
"79","Alabama","US",32.3182,-86.9023,2020-02-15,0
"80","Alabama","US",32.3182,-86.9023,2020-02-16,0
"81","Alabama","US",32.3182,-86.9023,2020-02-17,0
"82","Alabama","US",32.3182,-86.9023,2020-02-18,0
"83","Alabama","US",32.3182,-86.9023,2020-02-19,0
"84","Alabama","US",32.3182,-86.9023,2020-02-02,0
"85","Alabama","US",32.3182,-86.9023,2020-02-20,0
"86","Alabama","US",32.3182,-86.9023,2020-02-21,0
"87","Alabama","US",32.3182,-86.9023,2020-02-22,0
"88","Alabama","US",32.3182,-86.9023,2020-02-23,0
"89","Alabama","US",32.3182,-86.9023,2020-02-24,0
"90","Alabama","US",32.3182,-86.9023,2020-02-25,0
"91","Alabama","US",32.3182,-86.9023,2020-02-26,0
"92","Alabama","US",32.3182,-86.9023,2020-02-27,0
"93","Alabama","US",32.3182,-86.9023,2020-02-28,0
"94","Alabama","US",32.3182,-86.9023,2020-02-29,0
"95","Alabama","US",32.3182,-86.9023,2020-02-03,0
"96","Alabama","US",32.3182,-86.9023,2020-02-04,0
"97","Alabama","US",32.3182,-86.9023,2020-02-05,0
"98","Alabama","US",32.3182,-86.9023,2020-02-06,0
"99","Alabama","US",32.3182,-86.9023,2020-02-07,0
"100","Alabama","US",32.3182,-86.9023,2020-02-08,0
"101","Alabama","US",32.3182,-86.9023,2020-02-09,0
"102","Alabama","US",32.3182,-86.9023,2020-03-01,0
"103","Alabama","US",32.3182,-86.9023,2020-03-10,0
"104","Alabama","US",32.3182,-86.9023,2020-03-11,0
"105","Alabama","US",32.3182,-86.9023,2020-03-12,0
"106","Alabama","US",32.3182,-86.9023,2020-03-13,0
"107","Alabama","US",32.3182,-86.9023,2020-03-14,0
"108","Alabama","US",32.3182,-86.9023,2020-03-15,0
"109","Alabama","US",32.3182,-86.9023,2020-03-16,0
"110","Alabama","US",32.3182,-86.9023,2020-03-17,0
"111","Alabama","US",32.3182,-86.9023,2020-03-18,0
"112","Alabama","US",32.3182,-86.9023,2020-03-19,0
"113","Alabama","US",32.3182,-86.9023,2020-03-02,0
"114","Alabama","US",32.3182,-86.9023,2020-03-20,0
"115","Alabama","US",32.3182,-86.9023,2020-03-21,0
"116","Alabama","US",32.3182,-86.9023,2020-03-22,0
"117","Alabama","US",32.3182,-86.9023,2020-03-23,0
"118","Alabama","US",32.3182,-86.9023,2020-03-03,0
"119","Alabama","US",32.3182,-86.9023,2020-03-04,0
"120","Alabama","US",32.3182,-86.9023,2020-03-05,0
"121","Alabama","US",32.3182,-86.9023,2020-03-06,0
"122","Alabama","US",32.3182,-86.9023,2020-03-07,0
"123","Alabama","US",32.3182,-86.9023,2020-03-08,0
"124","Alabama","US",32.3182,-86.9023,2020-03-09,0
"125","Alachua, FL","US",29.7938,-82.4944,2020-01-22,0
"126","Alachua, FL","US",29.7938,-82.4944,2020-01-23,0
"127","Alachua, FL","US",29.7938,-82.4944,2020-01-24,0
"128","Alachua, FL","US",29.7938,-82.4944,2020-01-25,0
"129","Alachua, FL","US",29.7938,-82.4944,2020-01-26,0
"130","Alachua, FL","US",29.7938,-82.4944,2020-01-27,0
"131","Alachua, FL","US",29.7938,-82.4944,2020-01-28,0
"132","Alachua, FL","US",29.7938,-82.4944,2020-01-29,0
"133","Alachua, FL","US",29.7938,-82.4944,2020-01-30,0
"134","Alachua, FL","US",29.7938,-82.4944,2020-01-31,0
"135","Alachua, FL","US",29.7938,-82.4944,2020-02-01,0
"136","Alachua, FL","US",29.7938,-82.4944,2020-02-10,0
"137","Alachua, FL","US",29.7938,-82.4944,2020-02-11,0
"138","Alachua, FL","US",29.7938,-82.4944,2020-02-12,0
"139","Alachua, FL","US",29.7938,-82.4944,2020-02-13,0
"140","Alachua, FL","US",29.7938,-82.4944,2020-02-14,0
"141","Alachua, FL","US",29.7938,-82.4944,2020-02-15,0
"142","Alachua, FL","US",29.7938,-82.4944,2020-02-16,0
"143","Alachua, FL","US",29.7938,-82.4944,2020-02-17,0
"144","Alachua, FL","US",29.7938,-82.4944,2020-02-18,0
"145","Alachua, FL","US",29.7938,-82.4944,2020-02-19,0
"146","Alachua, FL","US",29.7938,-82.4944,2020-02-02,0
"147","Alachua, FL","US",29.7938,-82.4944,2020-02-20,0
"148","Alachua, FL","US",29.7938,-82.4944,2020-02-21,0
"149","Alachua, FL","US",29.7938,-82.4944,2020-02-22,0
"150","Alachua, FL","US",29.7938,-82.4944,2020-02-23,0
"151","Alachua, FL","US",29.7938,-82.4944,2020-02-24,0
"152","Alachua, FL","US",29.7938,-82.4944,2020-02-25,0
"153","Alachua, FL","US",29.7938,-82.4944,2020-02-26,0
"154","Alachua, FL","US",29.7938,-82.4944,2020-02-27,0
"155","Alachua, FL","US",29.7938,-82.4944,2020-02-28,0
"156","Alachua, FL","US",29.7938,-82.4944,2020-02-29,0
"157","Alachua, FL","US",29.7938,-82.4944,2020-02-03,0
"158","Alachua, FL","US",29.7938,-82.4944,2020-02-04,0
"159","Alachua, FL","US",29.7938,-82.4944,2020-02-05,0
"160","Alachua, FL","US",29.7938,-82.4944,2020-02-06,0
"161","Alachua, FL","US",29.7938,-82.4944,2020-02-07,0
"162","Alachua, FL","US",29.7938,-82.4944,2020-02-08,0
"163","Alachua, FL","US",29.7938,-82.4944,2020-02-09,0
"164","Alachua, FL","US",29.7938,-82.4944,2020-03-01,0
"165","Alachua, FL","US",29.7938,-82.4944,2020-03-10,0
"166","Alachua, FL","US",29.7938,-82.4944,2020-03-11,0
"167","Alachua, FL","US",29.7938,-82.4944,2020-03-12,0
"168","Alachua, FL","US",29.7938,-82.4944,2020-03-13,0
"169","Alachua, FL","US",29.7938,-82.4944,2020-03-14,0
"170","Alachua, FL","US",29.7938,-82.4944,2020-03-15,0
"171","Alachua, FL","US",29.7938,-82.4944,2020-03-16,0
"172","Alachua, FL","US",29.7938,-82.4944,2020-03-17,0
"173","Alachua, FL","US",29.7938,-82.4944,2020-03-18,0
"174","Alachua, FL","US",29.7938,-82.4944,2020-03-19,0
"175","Alachua, FL","US",29.7938,-82.4944,2020-03-02,0
"176","Alachua, FL","US",29.7938,-82.4944,2020-03-20,0
"177","Alachua, FL","US",29.7938,-82.4944,2020-03-21,0
"178","Alachua, FL","US",29.7938,-82.4944,2020-03-22,0
"179","Alachua, FL","US",29.7938,-82.4944,2020-03-23,0
"180","Alachua, FL","US",29.7938,-82.4944,2020-03-03,0
"181","Alachua, FL","US",29.7938,-82.4944,2020-03-04,0
"182","Alachua, FL","US",29.7938,-82.4944,2020-03-05,0
"183","Alachua, FL","US",29.7938,-82.4944,2020-03-06,0
"184","Alachua, FL","US",29.7938,-82.4944,2020-03-07,0
"185","Alachua, FL","US",29.7938,-82.4944,2020-03-08,0
"186","Alachua, FL","US",29.7938,-82.4944,2020-03-09,0
"187","Alameda County, CA","US",37.6017,-121.7195,2020-01-22,0
"188","Alameda County, CA","US",37.6017,-121.7195,2020-01-23,0
"189","Alameda County, CA","US",37.6017,-121.7195,2020-01-24,0
"190","Alameda County, CA","US",37.6017,-121.7195,2020-01-25,0
"191","Alameda County, CA","US",37.6017,-121.7195,2020-01-26,0
"192","Alameda County, CA","US",37.6017,-121.7195,2020-01-27,0
"193","Alameda County, CA","US",37.6017,-121.7195,2020-01-28,0
"194","Alameda County, CA","US",37.6017,-121.7195,2020-01-29,0
"195","Alameda County, CA","US",37.6017,-121.7195,2020-01-30,0
"196","Alameda County, CA","US",37.6017,-121.7195,2020-01-31,0
"197","Alameda County, CA","US",37.6017,-121.7195,2020-02-01,0
"198","Alameda County, CA","US",37.6017,-121.7195,2020-02-10,0
"199","Alameda County, CA","US",37.6017,-121.7195,2020-02-11,0
"200","Alameda County, CA","US",37.6017,-121.7195,2020-02-12,0
"201","Alameda County, CA","US",37.6017,-121.7195,2020-02-13,0
"202","Alameda County, CA","US",37.6017,-121.7195,2020-02-14,0
"203","Alameda County, CA","US",37.6017,-121.7195,2020-02-15,0
"204","Alameda County, CA","US",37.6017,-121.7195,2020-02-16,0
"205","Alameda County, CA","US",37.6017,-121.7195,2020-02-17,0
"206","Alameda County, CA","US",37.6017,-121.7195,2020-02-18,0
"207","Alameda County, CA","US",37.6017,-121.7195,2020-02-19,0
"208","Alameda County, CA","US",37.6017,-121.7195,2020-02-02,0
"209","Alameda County, CA","US",37.6017,-121.7195,2020-02-20,0
"210","Alameda County, CA","US",37.6017,-121.7195,2020-02-21,0
"211","Alameda County, CA","US",37.6017,-121.7195,2020-02-22,0
"212","Alameda County, CA","US",37.6017,-121.7195,2020-02-23,0
"213","Alameda County, CA","US",37.6017,-121.7195,2020-02-24,0
"214","Alameda County, CA","US",37.6017,-121.7195,2020-02-25,0
"215","Alameda County, CA","US",37.6017,-121.7195,2020-02-26,0
"216","Alameda County, CA","US",37.6017,-121.7195,2020-02-27,0
"217","Alameda County, CA","US",37.6017,-121.7195,2020-02-28,0
"218","Alameda County, CA","US",37.6017,-121.7195,2020-02-29,0
"219","Alameda County, CA","US",37.6017,-121.7195,2020-02-03,0
"220","Alameda County, CA","US",37.6017,-121.7195,2020-02-04,0
"221","Alameda County, CA","US",37.6017,-121.7195,2020-02-05,0
"222","Alameda County, CA","US",37.6017,-121.7195,2020-02-06,0
"223","Alameda County, CA","US",37.6017,-121.7195,2020-02-07,0
"224","Alameda County, CA","US",37.6017,-121.7195,2020-02-08,0
"225","Alameda County, CA","US",37.6017,-121.7195,2020-02-09,0
"226","Alameda County, CA","US",37.6017,-121.7195,2020-03-01,0
"227","Alameda County, CA","US",37.6017,-121.7195,2020-03-10,0
"228","Alameda County, CA","US",37.6017,-121.7195,2020-03-11,0
"229","Alameda County, CA","US",37.6017,-121.7195,2020-03-12,0
"230","Alameda County, CA","US",37.6017,-121.7195,2020-03-13,0
"231","Alameda County, CA","US",37.6017,-121.7195,2020-03-14,0
"232","Alameda County, CA","US",37.6017,-121.7195,2020-03-15,0
"233","Alameda County, CA","US",37.6017,-121.7195,2020-03-16,0
"234","Alameda County, CA","US",37.6017,-121.7195,2020-03-17,0
"235","Alameda County, CA","US",37.6017,-121.7195,2020-03-18,0
"236","Alameda County, CA","US",37.6017,-121.7195,2020-03-19,0
"237","Alameda County, CA","US",37.6017,-121.7195,2020-03-02,0
"238","Alameda County, CA","US",37.6017,-121.7195,2020-03-20,0
"239","Alameda County, CA","US",37.6017,-121.7195,2020-03-21,0
"240","Alameda County, CA","US",37.6017,-121.7195,2020-03-22,0
"241","Alameda County, CA","US",37.6017,-121.7195,2020-03-23,0
"242","Alameda County, CA","US",37.6017,-121.7195,2020-03-03,0
"243","Alameda County, CA","US",37.6017,-121.7195,2020-03-04,0
"244","Alameda County, CA","US",37.6017,-121.7195,2020-03-05,0
"245","Alameda County, CA","US",37.6017,-121.7195,2020-03-06,0
"246","Alameda County, CA","US",37.6017,-121.7195,2020-03-07,0
"247","Alameda County, CA","US",37.6017,-121.7195,2020-03-08,0
"248","Alameda County, CA","US",37.6017,-121.7195,2020-03-09,0
"249","Alaska","US",61.3707,-152.4044,2020-01-22,0
"250","Alaska","US",61.3707,-152.4044,2020-01-23,0
"251","Alaska","US",61.3707,-152.4044,2020-01-24,0
"252","Alaska","US",61.3707,-152.4044,2020-01-25,0
"253","Alaska","US",61.3707,-152.4044,2020-01-26,0
"254","Alaska","US",61.3707,-152.4044,2020-01-27,0
"255","Alaska","US",61.3707,-152.4044,2020-01-28,0
"256","Alaska","US",61.3707,-152.4044,2020-01-29,0
"257","Alaska","US",61.3707,-152.4044,2020-01-30,0
"258","Alaska","US",61.3707,-152.4044,2020-01-31,0
"259","Alaska","US",61.3707,-152.4044,2020-02-01,0
"260","Alaska","US",61.3707,-152.4044,2020-02-10,0
"261","Alaska","US",61.3707,-152.4044,2020-02-11,0
"262","Alaska","US",61.3707,-152.4044,2020-02-12,0
"263","Alaska","US",61.3707,-152.4044,2020-02-13,0
"264","Alaska","US",61.3707,-152.4044,2020-02-14,0
"265","Alaska","US",61.3707,-152.4044,2020-02-15,0
"266","Alaska","US",61.3707,-152.4044,2020-02-16,0
"267","Alaska","US",61.3707,-152.4044,2020-02-17,0
"268","Alaska","US",61.3707,-152.4044,2020-02-18,0
"269","Alaska","US",61.3707,-152.4044,2020-02-19,0
"270","Alaska","US",61.3707,-152.4044,2020-02-02,0
"271","Alaska","US",61.3707,-152.4044,2020-02-20,0
"272","Alaska","US",61.3707,-152.4044,2020-02-21,0
"273","Alaska","US",61.3707,-152.4044,2020-02-22,0
"274","Alaska","US",61.3707,-152.4044,2020-02-23,0
"275","Alaska","US",61.3707,-152.4044,2020-02-24,0
"276","Alaska","US",61.3707,-152.4044,2020-02-25,0
"277","Alaska","US",61.3707,-152.4044,2020-02-26,0
"278","Alaska","US",61.3707,-152.4044,2020-02-27,0
"279","Alaska","US",61.3707,-152.4044,2020-02-28,0
"280","Alaska","US",61.3707,-152.4044,2020-02-29,0
"281","Alaska","US",61.3707,-152.4044,2020-02-03,0
"282","Alaska","US",61.3707,-152.4044,2020-02-04,0
"283","Alaska","US",61.3707,-152.4044,2020-02-05,0
"284","Alaska","US",61.3707,-152.4044,2020-02-06,0
"285","Alaska","US",61.3707,-152.4044,2020-02-07,0
"286","Alaska","US",61.3707,-152.4044,2020-02-08,0
"287","Alaska","US",61.3707,-152.4044,2020-02-09,0
"288","Alaska","US",61.3707,-152.4044,2020-03-01,0
"289","Alaska","US",61.3707,-152.4044,2020-03-10,0
"290","Alaska","US",61.3707,-152.4044,2020-03-11,0
"291","Alaska","US",61.3707,-152.4044,2020-03-12,0
"292","Alaska","US",61.3707,-152.4044,2020-03-13,0
"293","Alaska","US",61.3707,-152.4044,2020-03-14,0
"294","Alaska","US",61.3707,-152.4044,2020-03-15,0
"295","Alaska","US",61.3707,-152.4044,2020-03-16,0
"296","Alaska","US",61.3707,-152.4044,2020-03-17,0
"297","Alaska","US",61.3707,-152.4044,2020-03-18,0
"298","Alaska","US",61.3707,-152.4044,2020-03-19,0
"299","Alaska","US",61.3707,-152.4044,2020-03-02,0
"300","Alaska","US",61.3707,-152.4044,2020-03-20,0
"301","Alaska","US",61.3707,-152.4044,2020-03-21,0
"302","Alaska","US",61.3707,-152.4044,2020-03-22,0
"303","Alaska","US",61.3707,-152.4044,2020-03-23,0
"304","Alaska","US",61.3707,-152.4044,2020-03-03,0
"305","Alaska","US",61.3707,-152.4044,2020-03-04,0
"306","Alaska","US",61.3707,-152.4044,2020-03-05,0
"307","Alaska","US",61.3707,-152.4044,2020-03-06,0
"308","Alaska","US",61.3707,-152.4044,2020-03-07,0
"309","Alaska","US",61.3707,-152.4044,2020-03-08,0
"310","Alaska","US",61.3707,-152.4044,2020-03-09,0
"311","Alberta","Canada",53.9333,-116.5765,2020-01-22,0
"312","Alberta","Canada",53.9333,-116.5765,2020-01-23,0
"313","Alberta","Canada",53.9333,-116.5765,2020-01-24,0
"314","Alberta","Canada",53.9333,-116.5765,2020-01-25,0
"315","Alberta","Canada",53.9333,-116.5765,2020-01-26,0
"316","Alberta","Canada",53.9333,-116.5765,2020-01-27,0
"317","Alberta","Canada",53.9333,-116.5765,2020-01-28,0
"318","Alberta","Canada",53.9333,-116.5765,2020-01-29,0
"319","Alberta","Canada",53.9333,-116.5765,2020-01-30,0
"320","Alberta","Canada",53.9333,-116.5765,2020-01-31,0
"321","Alberta","Canada",53.9333,-116.5765,2020-02-01,0
"322","Alberta","Canada",53.9333,-116.5765,2020-02-10,0
"323","Alberta","Canada",53.9333,-116.5765,2020-02-11,0
"324","Alberta","Canada",53.9333,-116.5765,2020-02-12,0
"325","Alberta","Canada",53.9333,-116.5765,2020-02-13,0
"326","Alberta","Canada",53.9333,-116.5765,2020-02-14,0
"327","Alberta","Canada",53.9333,-116.5765,2020-02-15,0
"328","Alberta","Canada",53.9333,-116.5765,2020-02-16,0
"329","Alberta","Canada",53.9333,-116.5765,2020-02-17,0
"330","Alberta","Canada",53.9333,-116.5765,2020-02-18,0
"331","Alberta","Canada",53.9333,-116.5765,2020-02-19,0
"332","Alberta","Canada",53.9333,-116.5765,2020-02-02,0
"333","Alberta","Canada",53.9333,-116.5765,2020-02-20,0
"334","Alberta","Canada",53.9333,-116.5765,2020-02-21,0
"335","Alberta","Canada",53.9333,-116.5765,2020-02-22,0
"336","Alberta","Canada",53.9333,-116.5765,2020-02-23,0
"337","Alberta","Canada",53.9333,-116.5765,2020-02-24,0
"338","Alberta","Canada",53.9333,-116.5765,2020-02-25,0
"339","Alberta","Canada",53.9333,-116.5765,2020-02-26,0
"340","Alberta","Canada",53.9333,-116.5765,2020-02-27,0
"341","Alberta","Canada",53.9333,-116.5765,2020-02-28,0
"342","Alberta","Canada",53.9333,-116.5765,2020-02-29,0
"343","Alberta","Canada",53.9333,-116.5765,2020-02-03,0
"344","Alberta","Canada",53.9333,-116.5765,2020-02-04,0
"345","Alberta","Canada",53.9333,-116.5765,2020-02-05,0
"346","Alberta","Canada",53.9333,-116.5765,2020-02-06,0
"347","Alberta","Canada",53.9333,-116.5765,2020-02-07,0
"348","Alberta","Canada",53.9333,-116.5765,2020-02-08,0
"349","Alberta","Canada",53.9333,-116.5765,2020-02-09,0
"350","Alberta","Canada",53.9333,-116.5765,2020-03-01,0
"351","Alberta","Canada",53.9333,-116.5765,2020-03-10,0
"352","Alberta","Canada",53.9333,-116.5765,2020-03-11,0
"353","Alberta","Canada",53.9333,-116.5765,2020-03-12,0
"354","Alberta","Canada",53.9333,-116.5765,2020-03-13,0
"355","Alberta","Canada",53.9333,-116.5765,2020-03-14,0
"356","Alberta","Canada",53.9333,-116.5765,2020-03-15,0
"357","Alberta","Canada",53.9333,-116.5765,2020-03-16,0
"358","Alberta","Canada",53.9333,-116.5765,2020-03-17,0
"359","Alberta","Canada",53.9333,-116.5765,2020-03-18,0
"360","Alberta","Canada",53.9333,-116.5765,2020-03-19,0
"361","Alberta","Canada",53.9333,-116.5765,2020-03-02,0
"362","Alberta","Canada",53.9333,-116.5765,2020-03-20,0
"363","Alberta","Canada",53.9333,-116.5765,2020-03-21,0
"364","Alberta","Canada",53.9333,-116.5765,2020-03-22,0
"365","Alberta","Canada",53.9333,-116.5765,2020-03-23,0
"366","Alberta","Canada",53.9333,-116.5765,2020-03-03,0
"367","Alberta","Canada",53.9333,-116.5765,2020-03-04,0
"368","Alberta","Canada",53.9333,-116.5765,2020-03-05,0
"369","Alberta","Canada",53.9333,-116.5765,2020-03-06,0
"370","Alberta","Canada",53.9333,-116.5765,2020-03-07,0
"371","Alberta","Canada",53.9333,-116.5765,2020-03-08,0
"372","Alberta","Canada",53.9333,-116.5765,2020-03-09,0
"373","Anhui","China",31.8257,117.2264,2020-01-22,0
"374","Anhui","China",31.8257,117.2264,2020-01-23,0
"375","Anhui","China",31.8257,117.2264,2020-01-24,0
"376","Anhui","China",31.8257,117.2264,2020-01-25,0
"377","Anhui","China",31.8257,117.2264,2020-01-26,0
"378","Anhui","China",31.8257,117.2264,2020-01-27,0
"379","Anhui","China",31.8257,117.2264,2020-01-28,0
"380","Anhui","China",31.8257,117.2264,2020-01-29,2
"381","Anhui","China",31.8257,117.2264,2020-01-30,2
"382","Anhui","China",31.8257,117.2264,2020-01-31,3
"383","Anhui","China",31.8257,117.2264,2020-02-01,5
"384","Anhui","China",31.8257,117.2264,2020-02-10,88
"385","Anhui","China",31.8257,117.2264,2020-02-11,105
"386","Anhui","China",31.8257,117.2264,2020-02-12,127
"387","Anhui","China",31.8257,117.2264,2020-02-13,157
"388","Anhui","China",31.8257,117.2264,2020-02-14,193
"389","Anhui","China",31.8257,117.2264,2020-02-15,221
"390","Anhui","China",31.8257,117.2264,2020-02-16,255
"391","Anhui","China",31.8257,117.2264,2020-02-17,280
"392","Anhui","China",31.8257,117.2264,2020-02-18,361
"393","Anhui","China",31.8257,117.2264,2020-02-19,413
"394","Anhui","China",31.8257,117.2264,2020-02-02,7
"395","Anhui","China",31.8257,117.2264,2020-02-20,474
"396","Anhui","China",31.8257,117.2264,2020-02-21,539
"397","Anhui","China",31.8257,117.2264,2020-02-22,597
"398","Anhui","China",31.8257,117.2264,2020-02-23,637
"399","Anhui","China",31.8257,117.2264,2020-02-24,663
"400","Anhui","China",31.8257,117.2264,2020-02-25,712
"401","Anhui","China",31.8257,117.2264,2020-02-26,744
"402","Anhui","China",31.8257,117.2264,2020-02-27,792
"403","Anhui","China",31.8257,117.2264,2020-02-28,821
"404","Anhui","China",31.8257,117.2264,2020-02-29,868
"405","Anhui","China",31.8257,117.2264,2020-02-03,14
"406","Anhui","China",31.8257,117.2264,2020-02-04,20
"407","Anhui","China",31.8257,117.2264,2020-02-05,23
"408","Anhui","China",31.8257,117.2264,2020-02-06,34
"409","Anhui","China",31.8257,117.2264,2020-02-07,47
"410","Anhui","China",31.8257,117.2264,2020-02-08,59
"411","Anhui","China",31.8257,117.2264,2020-02-09,72
"412","Anhui","China",31.8257,117.2264,2020-03-01,873
"413","Anhui","China",31.8257,117.2264,2020-03-10,984
"414","Anhui","China",31.8257,117.2264,2020-03-11,984
"415","Anhui","China",31.8257,117.2264,2020-03-12,984
"416","Anhui","China",31.8257,117.2264,2020-03-13,984
"417","Anhui","China",31.8257,117.2264,2020-03-14,984
"418","Anhui","China",31.8257,117.2264,2020-03-15,984
"419","Anhui","China",31.8257,117.2264,2020-03-16,984
"420","Anhui","China",31.8257,117.2264,2020-03-17,984
"421","Anhui","China",31.8257,117.2264,2020-03-18,984
"422","Anhui","China",31.8257,117.2264,2020-03-19,984
"423","Anhui","China",31.8257,117.2264,2020-03-02,917
"424","Anhui","China",31.8257,117.2264,2020-03-20,984
"425","Anhui","China",31.8257,117.2264,2020-03-21,984
"426","Anhui","China",31.8257,117.2264,2020-03-22,984
"427","Anhui","China",31.8257,117.2264,2020-03-23,984
"428","Anhui","China",31.8257,117.2264,2020-03-03,936
"429","Anhui","China",31.8257,117.2264,2020-03-04,956
"430","Anhui","China",31.8257,117.2264,2020-03-05,970
"431","Anhui","China",31.8257,117.2264,2020-03-06,979
"432","Anhui","China",31.8257,117.2264,2020-03-07,979
"433","Anhui","China",31.8257,117.2264,2020-03-08,984
"434","Anhui","China",31.8257,117.2264,2020-03-09,984
"435","Anoka, MN","US",45.3293,-93.2197,2020-01-22,0
"436","Anoka, MN","US",45.3293,-93.2197,2020-01-23,0
"437","Anoka, MN","US",45.3293,-93.2197,2020-01-24,0
"438","Anoka, MN","US",45.3293,-93.2197,2020-01-25,0
"439","Anoka, MN","US",45.3293,-93.2197,2020-01-26,0
"440","Anoka, MN","US",45.3293,-93.2197,2020-01-27,0
"441","Anoka, MN","US",45.3293,-93.2197,2020-01-28,0
"442","Anoka, MN","US",45.3293,-93.2197,2020-01-29,0
"443","Anoka, MN","US",45.3293,-93.2197,2020-01-30,0
"444","Anoka, MN","US",45.3293,-93.2197,2020-01-31,0
